date,Automotive products,Basic metals,Business supplies,Chemical,Chemical materials,Chemical products,Clothing,Commercial energy products,Construction supplies,Consumer energy products,Consumer goods,Consumer parts,Durable consumer goods,Durable goods materials,Durable manufacturing,ENS,Electric and gas utilities,Energy materials,Equipment parts,"Equipment, total","Food, beverage, and tobacco",Foods and tobacco,Industrial equipment,Information processing and related equipment,Manufacturing,Materials,Mining,Motor vehicles and parts,Nondurable consumer goods,Nondurable goods materials,Nondurable manufacturing,Nonindustrial supplies,Oil and gas well drilling and manufactured homes,Paper materials,Paper products,Textile materials,Total index,Transit equipment,Non-energy materials
1994-08-01,0.5290700332361002,0.1695947980340523,0.47122317036788813,0.4863052364882381,0.22323760244077434,0.15618366792231667,0.0511995343483888,0.07649580335493264,0.32473572187241856,-0.057424188025023123,1.514926462270323,0.910240682615466,1.0192486020993667,2.6896141454725875,4.779711988694293,1.577530142448945,0.014457976641719605,0.22276486372108784,1.0959830755613085,0.7853028634859242,0.3821023253345666,0.34886593709560804,0.28979025996087965,0.5521096709049664,6.284505200123505,3.3018204036235934,0.1547011498331011,1.6153992404159407,0.5383260457776765,0.49458208287786964,1.5745334291229607,0.7922272789630209,-0.012716802958627673,0.11961352011942064,0.03765422846669248,0.08942338205264996,6.384761951629092,0.04696966212456758,3.0790555399025057
1994-09-01,0.3918200169703824,0.19707900506140597,0.47761480468001666,0.1937169493410119,0.17990004823573544,-0.05559631422914172,0.0672129279033527,0.06478410861462089,0.33713302599069706,-0.0998401043146099,1.2509088177334715,0.7762768298173642,0.8753910703135513,2.709654591541601,4.633284045252118,1.5220021581781693,0.1166661379736949,0.3135439283235236,1.2240110165247884,0.7114044549479364,0.47995040542808254,0.4533601440252056,0.22509695840748017,0.5814633202477532,6.021951477397526,3.40135177371024,0.07616358834693021,1.2533827203220176,0.4094403536464429,0.4637485291486947,1.41964588751309,0.8105977032302328,-0.01288237040918818,0.12770382347423967,0.05464613954890233,0.08396554594179287,6.156180732641192,-0.007908551036232817,3.0878078453867164
1994-10-01,0.30915065326548014,0.27212078496773506,0.5245179766264723,0.13981008279561252,0.1092164521194478,0.008648209716172438,0.0979468962457565,0.053733849179413574,0.3172692109499342,-0.09782856980579441,1.395042897696013,0.5445371038367774,0.7770412462423988,2.746708274489459,4.55918861255906,1.5394796697735162,0.18558656835076306,0.21655169841242367,1.37093415367274,0.7001409286195128,0.6659504948794066,0.6275204835793856,0.2153633204340417,0.6468283475767145,6.1263992878298845,3.3099010008955787,-0.01377578672361086,0.8842066790703917,0.6360023838074372,0.4419916220238099,1.6213971195589483,0.8393387411540035,-0.009284915013547309,0.1335066604776913,0.01665014804542565,0.09002211223079333,6.231501771426062,-0.011098318741112015,3.093349302483155
1994-11-01,0.25253121185818933,0.18590050624398685,0.5671008821829185,0.35385355382941003,0.18484536287004172,0.1358975076534667,0.0811528670069955,0.052922109892925194,0.29076749251490175,-0.13251728909806076,1.3893046868205579,0.5038684774043561,0.691168286758403,2.788938221806442,4.659588088876753,1.6953615507617161,0.05286383836503258,0.19666199376741925,1.5560917894223925,0.838548697341178,0.6494061346619752,0.6124508710857561,0.284690022243556,0.6803786423794258,6.467083068980629,3.3994711975790293,0.03159574897948335,0.7473853715291203,0.7085271173605723,0.507772336529993,1.8518641024574996,0.8568128534205381,-0.0029278327871444833,0.14194899040908782,0.025520486453928227,0.08928626127558305,6.4711768991924545,-0.025214756463785976,3.20280920381161
1994-12-01,0.2659932032318376,0.158873197082676,0.5553779520126277,0.5034439290646422,0.27755213897710107,0.2234094766421234,0.11606667553102572,0.048728993355667216,0.26560705362344494,-0.08647576103853603,1.5284165384792792,0.5570465605723838,0.7309019653388312,2.9930256061486755,4.9576827073859135,1.7292026936741947,0.025857373709800218,0.20703311596511292,1.6531389807264645,0.9088065651326497,0.5867255021400356,0.5352319595605418,0.2925273816424227,0.7198239350969933,6.911947433854728,3.683430068497992,0.0754628221737513,0.7294449335611641,0.8085161340664607,0.5828690105325622,1.9728219819490946,0.820396128541545,0.0011619281059854366,0.13359447209026593,0.02416935918950832,0.0791484491099377,6.925835091579047,-0.020870167975377864,3.476396952532879
1995-01-01,0.1936246015390639,0.25282078073736325,0.5326479488529144,0.5897150280494153,0.37858896536595993,0.19582523740038163,0.09883291061930383,0.0023050196851842793,0.2962360779823449,-0.1804721734392517,1.2861455892346956,0.5130662630747166,0.6502095219235083,3.0135473217414597,4.948936708091387,1.7837943315077682,-0.174651931606954,0.12723247771388274,1.6243666160346875,0.9564304519782499,0.5793820255381343,0.5103383964314698,0.2654703393147783,0.7374463158671417,6.985053771603125,3.755020095680285,0.1048060620773864,0.6552099846336537,0.6473253247749785,0.721761482483001,2.04113807735161,0.8273638795295183,0.006934391570828452,0.15701943632163082,0.035683474252502366,0.09068521486985473,6.800469318244806,-0.0131645268180007,3.627787617966402
1995-02-01,0.18219214919148727,0.1633467478222636,0.5113138198598705,0.40985343089660886,0.25107548047644385,0.17187828719638545,0.1172314270120414,0.0036745456674644604,0.26506104815528336,-0.07468400896705872,1.3059366965027115,0.39799804980656006,0.6160709424309933,2.8472811475157744,4.832301992047455,1.8496311356453021,0.008224125265337215,0.15554376154104335,1.6963773603232934,1.0740123878757133,0.4780497915672258,0.40699930086136993,0.29302897204507067,0.7371492711569312,6.6428449594579835,3.4760809933699246,0.05348605219495826,0.5444588276582827,0.6971879546178863,0.5590372756353296,1.7870518012519983,0.7756187477695887,0.002658387470590272,0.1484933481045804,0.0659259928522165,0.07865427358567573,6.617845269116707,0.021112997137652766,3.3205372318288813
1995-03-01,0.21099878363770863,0.12784294154228876,0.4528432730895621,0.22243142417113745,0.11851118553943327,0.121780649544445,0.059929875745930776,0.05161180488037323,0.18857315453644805,-0.005665682045830887,1.0489134975676733,0.37620564982667,0.5275848787714682,2.6571645152570786,4.578939106548089,1.651917057701141,0.16329461722349903,0.09526641839972594,1.7347089597393535,1.0103959489066807,0.35164165600967184,0.2790181378273729,0.2810171717445332,0.729960890700432,5.7118701981602955,3.029948855951567,-0.08657055740756758,0.625060952153546,0.5274588343628769,0.3528208596429698,1.1409991496924472,0.6415211087944603,-0.017375299839576305,0.11582784010887287,0.060558196925685585,0.053920027893878585,5.7165348260771465,0.048870461251337906,2.934682437551841
1995-04-01,0.16388060414502906,0.054188821279865275,0.3857762693096612,0.2320344120142551,0.10995827625898358,0.1297537685449119,0.016604758333618096,0.030420983919616895,0.09134579002436222,0.04331221876303852,0.8305890401665336,0.21378981321377544,0.4053573093574027,2.1625002586645174,3.743769248331586,1.3709953947345932,0.35639824579376944,0.26601591210718323,1.6170916523867798,0.8942134742087173,0.3232602407122765,0.21106709339546795,0.26588713875714526,0.7003210802946852,4.61188733438594,2.7267346564158883,-0.02114752089057833,0.3807994782600627,0.4288820172155289,0.32036180395138303,0.9348904092991857,0.47678192052587587,-0.016023256611081598,0.1285695010288884,0.02415389287994392,0.011466104993125486,4.913630863868201,0.04027132872197237,2.4607187443087053
1995-05-01,0.10364946743270316,-0.0039462695542212285,0.4496578278499259,0.03746750918887246,0.04869924820155734,0.014054245312578945,0.01981617256624056,0.0782272024120879,0.041022681287553285,0.1252684088498423,0.7878515655831443,0.18376708664581126,0.31951769387459017,2.0554059214596476,3.726855410271662,1.571659009069123,0.5610299579251775,0.2945025756279181,1.685959378790095,1.0836169011644805,0.3760988296722466,0.24621347786648481,0.3226698695865727,0.7752291329142637,4.441298462811974,2.6020244129709384,-0.024204011320895957,0.2920297508667648,0.4680287208257326,0.259848421154591,0.6975466678379209,0.4880421079046425,0.0003015644473883985,0.1449483330561031,0.05817789709311368,-0.0009163912660540868,4.945992374531105,0.06080602127988089,2.30752183734302
1995-06-01,0.10285593234397145,0.00654997845369349,0.3964303252775031,-0.03915890817535446,-0.0036077217041486126,-0.019145008334617273,0.005478071402139439,0.01024266414280913,0.04316438153188588,0.007631310441315772,0.683560406952479,0.1691991677432516,0.2943741638289219,2.079880627725735,3.9762232767831294,1.6384590581052956,0.06033932703968116,0.06766102440904083,1.741102461234703,1.2005987142366286,0.49036958969245686,0.35014683206060293,0.31794553921122365,0.811126081740382,4.593451682932086,2.2842233311335773,-0.022640757631248634,0.2508105701612198,0.38938204071992,0.16993857387071556,0.5603295870023128,0.43786034386866696,-0.010193000008610086,0.0999139223014352,0.04973524388875703,-0.022563433059379676,4.587732144288292,0.12166356626333469,2.2165623067245366
1995-07-01,0.014468232601530942,-0.031080876160632494,0.43446300075756883,0.06718033119943843,-0.017218982004028036,0.08717631273604341,-0.028944633492133307,0.060029477083360656,-0.006853253693166877,0.033311356650058035,0.683873242020301,0.005164768359254544,0.10959145261365698,1.57092641172783,2.946421391519792,1.4401740757437507,0.37196310495663987,0.29331219773928596,1.4989082030663472,1.0173957346338445,0.47621753569254716,0.41760974734430684,0.22340067977589484,0.8220746697041111,3.638889131842631,1.894438299289066,0.0161681564153984,-0.009086279439290452,0.5747986376144752,0.02894405575478675,0.604744885281837,0.42277834110990614,0.010030209356011366,0.122266329190375,0.07493670300711353,-0.047513364573081,4.012060921624383,0.0634162545174735,1.60112610154978
1995-08-01,0.05700159539383503,0.01468440385946983,0.5257282355790404,-0.12015854839508094,-0.11225890262170284,0.05833251426315909,-0.04015173447317699,0.12323184076599063,0.030795819078080613,0.2817934235528065,0.7123474107537207,0.07241761406430611,0.21342159212695314,2.022729200066377,3.8019261566188587,1.8226707637148727,0.8826006076824584,0.3288707871429293,1.8283497117109595,1.2705007859440833,0.23280475756779892,0.2083103985730217,0.3425042429182896,0.8112768579414665,3.8863676105997214,2.1702823612811275,-0.0492476241148495,0.05870944966934839,0.4991151449385769,-0.14970597892486318,0.12844133774663005,0.5521699777707894,0.0369069098861492,0.04809587005221956,-0.003737370274106604,-0.047528262928503734,4.689029105863818,0.0347646967931689,1.8414115741381982
1995-09-01,0.10171288730657264,0.03390259271385491,0.47065087991686194,0.22345853727394757,-0.023390153728592135,0.32574893893971385,-0.02979955170413614,0.09165624766393098,0.061910658907316875,0.21679853166993213,0.917270978176781,0.11682811730137178,0.2658590160516974,2.1936619693215493,3.9770535594437373,1.7611020010090321,0.41120192545262546,0.07362553188174877,1.9012206083208618,1.2304814262210773,0.18193353116671832,0.15780708424396647,0.4094490721369016,0.8188838552669214,4.328535913919705,2.1145584590546087,0.04525538902470273,0.16486526077259867,0.6528439453376248,-0.09524487926727578,0.41433017414594836,0.530620574787955,0.03205145397126744,0.00016956285931221115,-0.0068594160235496875,-0.055573759893894625,4.7816808149161005,0.0063959314968391225,2.04093292717286
1995-10-01,-0.031698816536866646,-0.03862240163649025,0.43453154493408985,0.3158571818220835,0.005662448388712271,0.34349591349344905,-0.08185233577179366,0.10204922294391786,0.04090737029336902,0.07035769401787852,0.3973027775971397,0.06643940440162142,0.07916449071973426,1.9325000731600936,3.327663628797764,1.457085909014761,0.38630385641303444,0.1416011093104569,1.7992721004566208,0.9838424891352276,0.014047559685266312,-0.015726860054052706,0.37296077114284576,0.8202547658087626,3.3845793724174746,1.9229936111869521,-0.009398185994742016,-0.06305754528621116,0.3197992606139032,-0.11554252859262093,0.12549477033840117,0.4732434198795334,0.03189507492336872,0.013564950166113136,0.019937301233190794,-0.08053232355839474,3.7627368685886786,-0.15979573847741702,1.7813925018764951
1995-11-01,-0.026645083656889848,0.05207086839418348,0.4132351323667864,0.15101828571682938,-0.04421169102229773,0.23977433135375473,-0.09185016299131542,0.1436335696244637,0.03741893289251144,0.2833932290362782,0.42152908494825764,0.01498593961185302,0.08844788404098415,1.8663922628251628,3.0947874183140214,1.2481353802072581,0.5879209549883412,0.08952297438098195,1.7329051146439838,0.7994553909928405,-0.00373837941182064,-0.03552029255570874,0.31745081507193673,0.7508597726730027,2.737878567211447,1.6654037726167337,0.002683010789318342,-0.11311226370510409,0.33407032784494434,-0.24652959285476822,-0.22890356867626863,0.44867998921441754,0.02729670868782209,-0.0675959282839256,-0.03920799999999999,-0.07995053766624918,3.3298500978240275,-0.15966553923682839,1.5758807982357517
1995-12-01,-0.0077782031470164876,-0.06747303049911585,0.32541572849836664,-0.023158626794248183,-0.17061490934843007,0.19526975447249595,-0.1202720115254926,0.12739822299138398,0.02237666316124069,0.2698641755734391,0.28748772606418954,-0.06926447892057151,0.06081704754763568,1.5528371938104126,2.7419696898771195,1.1121127139256732,0.660264183037422,0.12370912599219369,1.7889990021218376,0.7656199834263179,-0.03579572137145013,-0.04100292977262292,0.26037821261595256,0.7440077747673459,2.061157775563988,1.2460250866562417,-0.07605163778283693,-0.06244155283547616,0.2275213908170411,-0.3883807430486728,-0.4806214826169846,0.3464927304993554,0.02644437441422542,-0.06410455768596812,-0.045762811217341944,-0.09693669505168609,2.6396897921781903,-0.14531505792318303,1.122315960664048
1996-01-01,-0.1445895475292903,-0.13926058392282975,0.2583462539970637,0.0002001716379791291,-0.2038060588113851,0.27726460078597504,-0.15652161659432956,0.12122929306718216,-0.04295664892867315,0.3179402347263965,0.023941651393011534,-0.1687286855124917,-0.16846524859766338,1.554612329807779,2.298480693362869,0.7485224371845719,0.6826424681530887,0.12195519265728078,2.010443612476458,0.5360372582039967,-0.142481353317962,-0.12146999399470826,0.19853007878954876,0.8051001937902249,1.3449857785920316,1.1117284947432928,-0.1357952020467286,-0.3980566938313811,0.1999450747784207,-0.5102432583530648,-0.7379073189795019,0.21248517898057517,0.01572541907441415,-0.09498998360843214,-0.05453811192471858,-0.11206328226686256,1.8788215519394358,-0.2188698334374314,0.989773302086012
1996-02-01,-0.04092948367072361,-0.04112238291651442,0.3552304361501488,-0.1189292557499457,-0.2029275968286371,0.1432928326275857,-0.08620895549426152,0.1471408325175695,0.05366853294747367,0.32749170688540225,0.3519287487325123,-0.055133515448784615,0.05280610724536218,2.089484231064351,3.6261990987383874,1.3369433839885674,0.7216073229820635,0.22817198018472312,2.2538505448569914,0.9289361274502049,0.007372884233086552,0.010681886877175919,0.22348973349799778,0.9309024080469532,2.79817698294997,1.8114210334926415,-0.036360402931902853,-0.18192037724850946,0.2995610471668477,-0.4253778408822436,-0.5562243363546814,0.40800725653836245,0.020885203011445204,-0.09324893171856606,-0.07330805168260435,-0.08625406429713817,3.4865787366735512,-0.13248349538562945,1.5832490533079184
1996-03-01,-0.26234935098880213,0.04521503521683381,0.35673707292297385,0.0022614087055062883,-0.12779151006590847,0.19232441406845638,-0.08975893419854826,0.1150209588691333,0.10510880240103988,0.3014848044395296,0.19557833260357135,-0.3046694145006174,-0.16349959963300761,1.7712142001187583,2.8468088749612663,1.262155404644847,0.6979160976694346,0.35204357677581694,2.058992465824282,0.8003495059440008,0.029206405367898175,0.058093605593859406,0.15220414710387709,0.8998756800044443,2.3689671952558045,1.7430405126687478,0.12207780797219714,-0.7649324514646757,0.36816461967656267,-0.3373711556141067,-0.2873495545854975,0.4618058987008463,0.03835017989990533,-0.0978052374985762,-0.07565777368124245,-0.08094584436006608,3.188414739319012,-0.19915802052114306,1.3909969358929308
1996-04-01,0.045695559744251456,-0.005248820073245779,0.38610209961445413,0.004480315840605647,-0.11396577609801987,0.16769943920696295,-0.07580811662262522,0.09753190431071895,0.1621947402999788,0.3028785473603325,0.58109436989671,0.11991499227202478,0.1820705142308068,2.260677450306579,4.160268687397556,1.7243698432082346,0.5167447072383529,0.19697009384631314,2.010060952304364,1.1762994246051115,0.007174875042589167,0.05462891456511843,0.14435584962825324,0.8887032073320915,3.72120430914933,2.1113357480476043,0.1365547784369471,0.10559957962218536,0.3988644903207973,-0.28556990788710673,-0.2575736333736169,0.5480704186031232,0.0740127654755002,-0.07316120971740189,-0.043198263993183536,-0.05809135295013153,4.395391371041835,0.04922514331620945,1.914365654201291
1996-05-01,0.11272883805162792,0.04497689017965504,0.4232081743011053,0.15660610215975215,-0.062199706337594744,0.22328132693440195,-0.07645494151991059,0.08484959283236303,0.22574784008864926,0.19512517473630667,0.5113593306585036,0.17049024344982924,0.2744699991271331,2.3880643029977136,4.350092233801333,1.8207312910111422,0.47286871119726137,0.23904149336994449,1.9150428869873795,1.173406991120058,-0.10935699595467552,-0.039534611905603215,0.09788912220879802,0.8364290615750941,4.071327984184812,2.3531372942581674,0.0970064480562769,0.22942317653638608,0.23797549915924057,-0.2175257826293304,-0.08962878706840542,0.6473242998910841,0.06211668175881582,-0.09231941980448943,-0.06273439866248275,-0.03286901460334165,4.661591494286932,0.10718413365314766,2.114095800888223
1996-06-01,0.14532601190485345,0.12912074606274512,0.4093137994488026,0.21277477280399487,-0.011284132979806561,0.20817544852970535,-0.04854125144843566,0.06941197929307494,0.289236588517985,0.18429346957362952,0.6105189021648638,0.2625735524230112,0.3966105698881059,2.563691183188672,4.621596554684946,1.8780666272950497,0.3950330372415306,0.2898307315538383,1.8801737426468008,1.1836463297959539,-0.1551839027631582,-0.06243204661823459,0.10797527784143023,0.8569371570658932,4.492158675180677,2.6399892352992596,0.20423698338605603,0.30143050145268374,0.22079371492429878,-0.1529752337383846,0.0996827871044439,0.694420297499096,0.06346323709005981,-0.09224315511430897,-0.0635944272445821,-0.02290175438596485,5.110978907668273,0.10463131319444234,2.3501585037454213
1996-07-01,0.36458021227642856,0.08351806457415206,0.4250095741111127,0.3680001455796736,0.0762309134847032,0.26707712554360497,-0.04175951966716518,-0.0024771273904258236,0.28533170185804946,0.02490371106915254,0.617044492868463,0.3816573898564897,0.6028989142497836,2.8678617047648975,5.480970784070966,2.1450887914421175,-0.06814773591614075,0.00020431152419914385,2.0701821357412347,1.4387665821073952,-0.19638066398535006,-0.1539376273840128,0.14188127591337862,0.9194257153281534,5.520737257277355,2.838976526370678,0.12694087374742918,0.7456727459640818,0.04247298435502956,0.030636428426767875,0.2551018307886448,0.7063222093347225,0.03839480612979533,-0.05651194016194698,-0.05315967325986696,-0.001632687686594368,5.568536043472649,0.2716744484287507,2.838772214846479
1996-08-01,0.07231725934754317,0.12407219905501643,0.40445055438909255,0.3508633499745026,0.13523989878099726,0.15756224783064623,-0.01498002185697298,-0.010108603509258704,0.2813324979221008,-0.0951921950011871,0.12631853471665522,0.25376008459941607,0.27383227813877553,2.69832537078296,4.732376817712465,1.926547686328191,-0.31097847375978815,-0.031913906238203775,2.033406369941327,1.2450852459127024,-0.22160523396653187,-0.15988413723146344,0.049796416938111016,0.9494479183333192,4.877852974102707,2.711887319491693,0.2183547554457368,0.20201804748795102,-0.13845812103150706,0.08444467805519168,0.27347469056086726,0.6814624404154885,0.03991929364278507,-0.042247944900621795,-0.033896209645154385,-0.017994961693286612,4.720645436557502,0.16003255672704847,2.743801225729897
1996-09-01,0.11308023768122162,0.1026346904482682,0.4430949038716199,0.27520309860116116,0.1194398723458704,0.10336883760325144,-0.03822559965162899,0.032025262658643174,0.22692042206443724,-0.016544724184036755,0.35657148734119476,0.16596273793013314,0.2882926361066995,2.4538026652461227,4.512454387725431,1.930779482736488,0.04090496458784968,0.18486076162076479,1.9693249310844276,1.2617648982830687,0.00015520076131553818,0.05605698329376177,0.038470613346662935,0.9158160291244166,4.771394557819446,2.6891429317807467,0.14980876613228947,0.1726525317892825,0.07471967329991297,0.08836180623878634,0.4011004623625079,0.6690145844534192,0.038867744345920066,-0.03855431302973506,-0.04614397981298781,-0.014358345914132127,4.952801645891314,0.23559101054636516,2.504282170159982
1996-10-01,0.06243923162172191,0.10249704354880006,0.45867461949864097,0.37463154451279573,0.2019503299143188,0.1502725595322302,0.0050057083269779345,0.024926833268561318,0.23867528756328082,0.15829504152748006,0.4596231798100538,0.05144012048892136,0.21403901260339603,2.4308817225407666,4.421263276792663,1.9988626923019024,0.12854814614622936,0.17147537023662954,2.0767083473644585,1.3027951458772358,-0.11265343642861712,-0.04561275186130739,0.006077462754939308,0.9076933355271335,4.8480070684296654,2.731996438409924,0.20455982160649003,-0.00935227247262834,0.24743730537382433,0.15328761087599288,0.45528530871904055,0.6960675464246665,0.036220827971706976,-0.05264892790971235,-0.02638426123210888,0.014689005961203991,5.168722601692299,0.35413311289686644,2.5605210681732946
1996-11-01,0.18143402452696972,0.035134326291465935,0.5227851288118998,0.35161252411055466,0.15670004128184417,0.1551987904927837,0.033872883487392515,0.03506812963296498,0.26834239689617184,0.11543890301115002,0.7405138764412058,0.14798118398726337,0.33060570102293013,2.4916500386271805,4.784067549402903,2.2597041631606425,0.18036616479207193,0.1717300505943687,2.086480535523679,1.4700886379921718,0.019274188108456405,0.058562242955517346,0.0006104173457800543,0.9340380017215552,5.574852445373763,2.8687907754280535,0.11487168122163016,0.291101827096619,0.41388995248311405,0.23090907062692434,0.7604496459684178,0.7896155251684708,0.03264787975150395,0.01638433374433557,0.037941100360035875,0.015234304579514767,5.855898562613082,0.46605805067546835,2.6970607248336846
1996-12-01,0.22905285350634816,0.13982312113213258,0.5978904506249645,0.5249212581832612,0.3484120476807017,0.11001199504512955,0.03625426718850404,0.04026800146772742,0.2272666023854399,0.05440070560238943,0.730381069423494,0.22066967621779837,0.41373440088921215,2.568652950291494,4.965276633405929,2.428400242570965,-0.0007496528317056715,0.035117400038237885,1.9429814518279607,1.6032286424246665,0.017902372902656415,0.031193440151901477,0.0047597916378921655,0.9903508177611502,6.066791738543206,3.0293993043566436,0.14232111184108281,0.3492454641376709,0.3264373216179012,0.455432093390987,0.9627609421235632,0.8251716001462985,0.0246362014204772,0.02990388784517767,0.07662567710165291,0.046973881727698515,6.165643121709419,0.5467588989154544,2.994281904318406
1997-01-01,0.43202804192563377,0.12956135899075222,0.7113304444521574,0.5465838431642298,0.36982793111256745,0.09593930530084072,0.07525083162871012,0.08290624139024291,0.23989031825031956,-0.03119887275025672,0.9875371801375321,0.31892505543353616,0.5878631050285478,2.601502441031264,5.359757358323974,2.7614976907574973,-0.0035344964865606375,0.10578862584284006,1.9162192114375067,1.8110614899466333,0.1686881712716243,0.16082896871264293,0.08141364148479062,0.9438276401930122,6.793145256179244,3.224293471486663,0.2161870946992888,0.7960262350447425,0.4217950838314178,0.5344250076104998,1.215828560782357,0.950436200810864,0.0338597649863486,0.0192243533407755,0.09853646709236895,0.06271658407913319,6.946049233947327,0.6747909815370051,3.1185048456438227
1997-02-01,0.3438438148999934,0.14184652862362937,0.7246264405943482,0.6923565166582248,0.43901688557030066,0.1548589298395796,0.011257178024838228,0.0360058005869495,0.2829052562203763,-0.11590600810772789,0.7532750981089409,0.2977504157845339,0.5316203982178028,2.6455350984748667,5.1113942874183556,2.691785230922078,-0.22234062582809916,-0.002260790079133784,1.8757651401919622,1.6847475391070237,0.07865247084946536,0.0681226743852242,0.06512283215097446,0.9496185018715222,6.738091953335974,3.245823861238164,0.23770762573581344,0.5834342127085912,0.24432445641731979,0.6420735992309493,1.3578665330191777,1.0070376918150543,0.05655088348774917,0.06804448199270213,0.12209465019797718,0.042882924266757924,6.661807501031536,0.5545633918284144,3.248084651317298
1997-03-01,0.7630986475409153,0.057768775626719115,0.7068813417473533,0.7001437203108534,0.4285590095300161,0.18074293273479622,0.022447917715921195,0.016095269086323707,0.26901307717065737,-0.1842980640607118,1.1246243417400943,0.7035764171587215,0.9299293478625059,3.0702218387938647,6.146558576541294,2.921222381266497,-0.38172551978090363,-0.14723033187871623,2.0162375915494644,1.944771400036231,0.19677172221998268,0.14897317489603082,0.11146841295369733,1.0188926521744026,7.832166025726243,3.453963496576549,0.17278125192550672,1.6689740930405572,0.26549449648275075,0.6216729773257467,1.4771450172779486,0.9764509812302657,0.09523129103376722,0.04723236089369583,0.10882962674031631,0.0438902222959676,7.470272474009643,0.7427307728167606,3.601193828455265
1997-04-01,0.09775849446075824,0.13530761515111478,0.7641196294872338,0.7505707025953313,0.4773295769992664,0.21163557354780593,0.02045632967830395,0.06652484164153546,0.23495774196658054,-0.0671693059650799,0.5930022448446861,0.17085521119294259,0.335803048176138,2.778306361066811,5.047394172949153,2.7365400005171376,-0.1287206000311521,-0.10330200294465355,2.1835000914006706,1.7365777441381103,0.029493131671799275,-0.005628353069396582,0.1656897736563962,1.1338627482152277,6.662005114829589,3.251804885157658,0.07916861920577642,0.0818077386440988,0.26803234853696994,0.6412603776527798,1.3504162299745477,0.9999622563790274,0.0698606503146075,0.027239505551536564,0.11250109416175817,0.042082434657810155,6.536171976339267,0.3107514657363521,3.355106888102312
1997-05-01,0.17199066497381388,0.11741722313271452,0.7012432118850437,0.6264847959046633,0.37909714812900436,0.21015297228500782,0.011132040105088316,0.05349842038097834,0.21199528199962706,-0.004757885628186843,0.7634340210209786,0.14691438469127233,0.39386379099658353,2.7599711595459384,5.0787275648127626,2.5993521985724524,-0.3335027856287256,-0.21591489150292006,2.2958795153980236,1.6850586229299391,0.10464072895986179,0.04950553905186214,0.15456484267175055,1.1829063755496794,6.5909752996721345,2.9955249568443802,0.18083304894976746,0.20469568193211315,0.3812653940165571,0.5367221469626304,1.2578719368805722,0.9142935756425131,0.049828383787934145,0.026971723867425253,0.12110506861208052,0.026739990592151583,6.331688761977006,0.30959325596504855,3.2114398483473003
1997-06-01,0.24547000325887322,0.09415028210316947,0.6923054030692454,0.5512308926161208,0.31300012162420654,0.21233692887203853,-0.004624496069241015,0.05967796433505302,0.1355739548971395,-0.10403328076011928,0.5321849875588374,0.14848867471536634,0.38982293210384694,2.733864546676093,5.068401421510849,2.556097913183238,-0.2576647746840993,-0.18117581623808032,2.315964546402502,1.727619600866872,-0.0026192024692169237,-0.08146765883732754,0.14929670771700035,1.207276747937305,6.316128246677462,2.9695938107327113,0.04703030877449405,0.3455734090501155,0.15500974084499522,0.49786617202368844,0.9570342033794494,0.828478312316366,0.06015929332483386,0.012235156916658949,0.15082661694045474,0.03323053801407844,6.012329789391524,0.29658734239204865,3.1507696269707917
1997-07-01,0.10476619880596813,0.16539256010623443,0.7776552381641181,0.5304903739445107,0.3459862714828806,0.18658336314319562,-0.011186117956021544,0.13926617557356738,0.15432147934699383,0.05679047983797447,0.937920040191027,0.17447535852092572,0.35999006927402005,2.8044481883412,5.0311805969527015,2.58395462035221,0.2422975273161115,0.07267120243276069,2.2484247028747517,1.6521694634243598,0.24139750587295,0.15581798114329612,0.13696689296847891,1.2138154182847243,6.617045864285904,3.4055196661984777,0.07391191608192604,0.134438522434383,0.5799707836122803,0.5770213734731163,1.2077990238130403,0.9317851569278499,0.08226171715294547,0.010504065802732426,0.19539392331199626,0.05797270274212361,6.901473595485519,0.21305680899583243,3.332848463765717
1997-08-01,0.38486189095686946,0.136128036653482,0.6943348089103482,0.6079580942798078,0.32030994159123183,0.2690768891225199,-0.023242837683179748,0.047742223666247814,0.14998309864761356,0.008556435966328421,1.2789367249971282,0.23686744262858703,0.6287648300161403,2.9034561512149635,5.643859896665956,2.7436112697657156,0.08402737232551956,0.034324768368370576,2.3228693639519586,1.8982704127515737,0.34628285646687307,0.23948920865352014,0.24994413477537417,1.1601252058301277,7.338902840337166,3.4374652812822046,0.06548487226283731,0.5818967439436613,0.6625794116568682,0.5675836453617765,1.3648553946979463,0.8453408570141419,0.0681101558350909,0.018494379107440083,0.17847102430599046,0.04080600675007851,7.421174007233544,0.36226992433253485,3.403140512913834
1997-09-01,0.33511231809252984,0.1079453606939933,0.7888630204018605,0.6960384693956221,0.3604796915231782,0.3144365860211223,-0.01633827083106225,0.08848232040977795,0.15469935837043927,0.012269595205595413,1.2048428583728128,0.2590736589802237,0.5854805499599723,3.017394463587394,5.697226059648194,2.8039490909054683,0.22613229225719106,0.149939722668032,2.4189295566502445,1.8602334795804656,0.2265222714915356,0.12536043801226768,0.24866734258271064,1.1700822304539664,7.4636486072998425,3.759911279338397,0.09435398849798184,0.5702570419568809,0.6284309321555119,0.6512470956441847,1.3513621561316471,0.9437156113250029,0.06582691093099144,0.05501769979831042,0.20797014955372586,0.06615274601267351,7.7307713474798145,0.3602563309299939,3.609971556670365
