date,LA104104005.Q,LA144104005.Q,LA153165105.Q,LA153166000.Q,LA154104005.Q,LA214104005.Q,LA314104005.Q,LA384104005.Q,FL264090005.Q,FL104104005.Q,FL104190005.Q,FL114190005.Q,FL144104005.Q,FL144190005.Q,FL154104005.Q,FL154190005.Q,FL214104005.Q,FL214190005.Q,FL314104005.Q,FL314190005.Q,FL384104005.Q,FL384122005.Q,FL384123005.Q,FL384190005.Q,FL153165005.Q,FL153166000.Q,FL104122005.Q,FL104123005.Q,FL113165505.Q,Government,NCB
2013-07-01,1.02,1.17,-0.68,0.34,-0.41,-0.24,1.46,1.97,3.63,1.01,1.91,0.29,1.16,2.19,-0.42,-0.43,-0.24,0.82,1.42,1.77,1.93,2.26,-0.33,4.34,-0.67,0.34,0.81,0.2,0.02,1.21,0.15
2013-10-01,0.92,1.05,-0.53,0.35,0.14,-0.1,1.71,2.79,6.43,0.92,1.88,0.28,1.05,2.16,0.14,0.13,-0.1,1.17,1.71,1.67,2.79,2.0,0.8,5.13,-0.52,0.35,0.61,0.3,-0.0,1.61,0.14
2014-01-01,1.07,1.3,-0.52,0.36,0.17,-0.12,1.43,2.78,5.02,1.11,1.86,0.37,1.34,2.23,0.14,0.15,-0.11,1.05,1.41,1.41,2.77,1.8,0.97,4.84,-0.53,0.35,0.71,0.4,0.03,1.32,0.23
2014-04-01,0.94,1.23,-0.56,0.38,0.13,-0.14,1.44,2.66,6.3,0.93,1.41,0.42,1.22,1.82,0.12,0.14,-0.13,0.33,1.39,1.12,2.6,1.59,1.01,3.42,-0.56,0.37,0.7,0.22,0.06,1.3,0.29
2014-07-01,0.84,1.24,-0.54,0.41,0.0,-0.23,1.62,2.64,5.54,0.85,1.41,0.55,1.26,1.96,-0.01,0.03,-0.23,0.24,1.6,1.21,2.61,1.49,1.12,3.43,-0.53,0.39,0.55,0.3,0.12,1.39,0.4
2014-10-01,1.08,1.63,-0.36,0.43,-0.11,-0.24,1.38,2.67,4.22,1.08,2.22,0.73,1.63,2.95,-0.11,-0.05,-0.24,0.19,1.38,1.28,2.67,1.76,0.91,4.37,-0.35,0.43,0.69,0.38,0.17,1.14,0.55
2015-01-01,1.34,1.95,-0.13,0.48,0.16,-0.12,1.28,3.28,4.58,1.35,2.81,0.79,1.97,3.59,0.15,0.21,-0.12,0.25,1.27,1.34,3.26,1.98,1.29,5.4,-0.12,0.48,0.85,0.5,0.17,1.16,0.62
2015-04-01,1.56,2.15,-0.03,0.48,0.27,-0.08,1.36,3.7,2.41,1.59,3.62,0.71,2.19,4.33,0.27,0.32,-0.08,0.55,1.32,1.55,3.7,2.39,1.3,6.74,-0.02,0.48,1.0,0.59,0.14,1.28,0.6
2015-07-01,1.54,2.12,0.06,0.49,0.57,0.07,1.02,3.78,-0.33,1.55,4.04,0.64,2.12,4.68,0.57,0.62,0.07,1.01,1.0,1.36,3.76,2.38,1.38,7.68,0.08,0.49,1.11,0.44,0.12,1.09,0.58
2015-10-01,1.33,1.87,0.17,0.19,0.41,0.02,1.56,3.86,-0.67,1.33,3.22,0.55,1.87,3.77,0.41,0.45,0.02,0.89,1.56,1.61,3.86,2.47,1.39,6.72,0.19,0.19,0.98,0.35,0.07,1.59,0.53
2016-01-01,1.28,1.84,0.14,0.18,0.35,-0.03,1.75,3.9,-1.11,1.23,2.59,0.69,1.79,3.29,0.34,0.38,-0.03,0.88,1.73,1.68,3.84,2.48,1.36,6.23,0.16,0.18,0.95,0.29,0.09,1.72,0.56
2016-04-01,0.87,1.49,0.14,0.15,0.31,-0.01,1.75,3.54,0.42,0.82,2.09,0.89,1.43,2.98,0.31,0.34,-0.01,0.8,1.72,1.52,3.45,2.09,1.36,5.63,0.16,0.15,0.76,0.06,0.13,1.74,0.61
2016-07-01,0.76,1.43,0.18,0.14,0.4,-0.01,2.03,3.86,3.89,0.75,1.33,1.09,1.42,2.42,0.4,0.42,-0.01,0.21,2.04,1.73,3.84,2.13,1.71,4.77,0.2,0.14,0.64,0.11,0.15,2.03,0.67
2016-10-01,0.34,1.01,0.03,0.4,0.42,-0.03,1.32,2.73,2.65,0.34,1.49,1.21,1.01,2.7,0.42,0.43,-0.03,0.22,1.32,1.29,2.73,1.55,1.18,4.64,0.05,0.4,0.49,-0.16,0.19,1.29,0.68
2017-01-01,0.16,0.81,0.02,0.31,0.34,-0.12,0.6,1.63,3.84,0.19,0.86,1.07,0.84,1.92,0.34,0.34,-0.13,-0.16,0.61,0.57,1.67,0.76,0.9,2.67,0.04,0.31,0.4,-0.21,0.2,0.48,0.65
2017-04-01,0.41,1.14,0.15,0.31,0.52,-0.14,0.66,2.18,4.57,0.42,0.42,1.08,1.15,1.5,0.52,0.52,-0.15,-0.26,0.65,0.78,2.16,1.03,1.14,2.54,0.17,0.32,0.43,-0.01,0.23,0.52,0.73
2017-07-01,0.42,1.17,0.18,0.27,0.46,-0.16,0.7,2.18,5.1,0.35,0.52,1.01,1.11,1.53,0.46,0.46,-0.17,-0.39,0.72,0.64,2.12,0.91,1.22,2.24,0.18,0.27,0.43,-0.08,0.26,0.54,0.76
2017-10-01,0.81,1.58,0.19,0.27,0.6,-0.11,0.66,2.72,7.0,0.81,-0.44,0.92,1.58,0.48,0.6,0.61,-0.11,-0.63,0.66,0.6,2.72,1.06,1.67,1.06,0.2,0.27,0.54,0.27,0.25,0.54,0.77
2018-01-01,0.63,1.29,0.14,0.25,0.54,-0.13,1.54,3.24,4.42,0.64,0.38,0.81,1.3,1.19,0.54,0.54,-0.13,-0.43,1.56,1.47,3.27,1.75,1.52,2.77,0.14,0.25,0.43,0.21,0.19,1.42,0.65
2018-04-01,1.06,1.58,0.1,0.19,0.37,-0.14,1.61,3.43,3.25,1.06,0.68,0.66,1.58,1.34,0.37,0.38,-0.15,-0.35,1.61,1.36,3.42,1.4,2.02,2.72,0.09,0.19,0.23,0.83,0.12,1.48,0.52
2018-07-01,1.1,1.53,0.13,0.2,0.41,-0.12,1.6,3.42,3.14,1.09,0.8,0.57,1.52,1.37,0.41,0.41,-0.13,-0.19,1.63,1.61,3.43,1.53,1.9,3.2,0.11,0.21,0.15,0.94,0.05,1.47,0.43
2018-10-01,1.01,1.37,0.14,0.2,0.33,-0.2,1.83,3.33,-2.31,1.01,2.2,0.51,1.37,2.71,0.33,0.34,-0.2,0.64,1.83,1.84,3.33,1.54,1.8,5.51,0.13,0.2,0.08,0.93,0.03,1.64,0.36
2019-01-01,1.33,1.66,0.23,0.23,0.43,-0.15,1.58,3.51,2.38,1.35,3.53,0.46,1.67,4.0,0.43,0.45,-0.16,0.3,1.61,1.74,3.55,1.56,1.99,6.49,0.26,0.23,0.23,1.12,-0.02,1.42,0.33
2019-04-01,0.81,1.05,0.23,0.26,0.53,-0.18,1.31,2.71,3.15,0.86,3.81,0.33,1.09,4.14,0.54,0.58,-0.19,0.06,1.32,1.61,2.76,1.56,1.2,6.39,0.31,0.26,0.37,0.49,-0.08,1.13,0.24
2019-07-01,0.97,1.12,0.23,0.25,0.6,-0.17,1.74,3.29,2.67,1.01,4.26,0.21,1.16,4.47,0.59,0.66,-0.17,0.17,1.77,1.83,3.36,1.91,1.44,7.13,0.36,0.26,0.46,0.56,-0.14,1.57,0.15
2019-10-01,0.84,0.9,0.23,0.24,0.67,-0.08,1.73,3.22,8.95,0.84,4.06,0.09,0.9,4.15,0.67,0.76,-0.08,-0.73,1.73,1.74,3.22,1.9,1.32,5.92,0.41,0.24,0.42,0.42,-0.19,1.65,0.06
2020-01-01,1.79,1.94,0.22,0.17,0.69,-0.04,2.06,4.64,0.02,1.85,3.23,0.44,2.0,3.67,0.69,0.76,-0.05,0.63,2.08,1.99,4.72,2.35,2.37,7.06,0.37,0.17,0.58,1.27,-0.1,2.01,0.15
2020-04-01,2.62,3.2,0.36,0.04,0.59,0.09,7.89,11.77,5.07,2.63,2.29,1.13,3.21,3.42,0.59,0.66,0.08,0.41,7.89,8.04,11.77,8.61,3.16,12.54,0.48,0.04,1.3,1.33,0.0,7.98,0.58
2020-07-01,1.89,2.56,0.35,-0.05,0.53,0.13,7.42,10.63,6.41,1.89,0.44,1.38,2.56,1.82,0.52,0.58,0.12,0.12,7.45,8.22,10.65,8.18,2.47,10.74,0.43,-0.05,1.07,0.82,0.06,7.54,0.67
2020-10-01,1.64,2.45,0.43,-0.1,0.63,0.1,7.8,10.98,8.77,1.64,-0.91,1.75,2.45,0.83,0.63,0.67,0.1,-0.32,7.8,8.56,10.98,8.55,2.43,9.74,0.49,-0.1,1.1,0.54,0.14,7.9,0.81
2021-01-01,0.31,1.03,0.4,-0.12,0.57,0.09,6.95,8.64,14.81,0.33,-1.83,1.5,1.05,-0.33,0.57,0.6,0.09,-1.46,6.97,7.54,8.67,7.57,1.11,6.35,0.44,-0.11,0.78,-0.45,0.11,7.04,0.72
2021-04-01,-0.45,-0.22,0.68,0.19,1.16,-0.02,1.63,2.54,10.99,-0.49,-1.89,0.92,-0.27,-0.97,1.16,1.18,-0.03,-1.4,1.64,1.67,2.5,1.48,1.03,0.48,0.7,0.2,-0.11,-0.38,0.03,1.6,0.23
2021-07-01,-0.11,-0.05,0.69,0.2,1.13,-0.09,0.7,1.69,8.46,-0.14,-1.38,0.74,-0.09,-0.64,1.12,1.13,-0.09,-1.15,0.74,0.43,1.68,0.66,1.02,-0.23,0.7,0.2,-0.11,-0.03,0.02,0.61,0.06
2021-10-01,0.06,0.07,0.63,0.18,0.95,-0.18,0.46,1.3,7.64,0.06,-0.86,0.57,0.07,-0.29,0.95,0.95,-0.18,-1.1,0.46,-0.16,1.3,0.08,1.22,-0.6,0.64,0.18,-0.31,0.36,-0.03,0.28,0.01
2022-01-01,0.05,0.04,0.65,0.19,0.9,-0.29,0.72,1.37,2.04,0.03,-0.14,0.6,0.02,0.46,0.9,0.9,-0.29,-1.27,0.73,0.07,1.37,-0.05,1.42,0.16,0.66,0.2,-0.47,0.5,-0.05,0.43,-0.0
2022-04-01,-0.09,-0.01,0.26,0.01,0.23,-0.31,0.08,-0.02,-8.96,-0.1,0.93,0.66,-0.02,1.59,0.23,0.23,-0.32,-0.79,0.1,-0.55,-0.01,-0.88,0.87,0.47,0.27,0.01,-0.61,0.51,-0.04,-0.24,0.08
2022-07-01,-0.19,0.0,0.24,0.05,0.22,-0.34,0.55,0.43,-11.64,-0.2,2.0,0.84,-0.01,2.84,0.21,0.21,-0.34,-0.93,0.58,-0.23,0.44,-0.6,1.03,1.89,0.25,0.04,-0.68,0.47,-0.05,0.21,0.19
2022-10-01,-0.4,-0.22,0.19,0.1,0.1,-0.35,0.04,-0.43,-13.66,-0.4,2.4,0.94,-0.22,3.34,0.1,0.1,-0.35,-1.02,0.04,-0.54,-0.43,-1.03,0.6,1.88,0.2,0.1,-0.56,0.17,-0.03,-0.31,0.18
2023-01-01,-0.33,-0.17,0.09,0.11,-0.04,-0.26,-0.16,-0.63,-7.1,-0.37,1.55,0.82,-0.21,2.37,-0.04,-0.03,-0.26,-0.84,-0.14,-0.54,-0.65,-0.85,0.19,0.96,0.1,0.11,-0.37,-0.0,-0.01,-0.42,0.16
2023-04-01,-0.36,-0.25,0.04,0.09,-0.04,-0.2,0.94,0.46,3.35,-0.38,0.82,0.62,-0.27,1.44,-0.04,-0.03,-0.2,-0.98,0.95,0.63,0.44,0.48,-0.04,1.07,0.04,0.09,-0.16,-0.22,-0.0,0.75,0.11
2023-07-01,-0.34,-0.31,0.0,0.02,-0.11,-0.17,1.76,1.18,4.94,-0.32,0.17,0.3,-0.29,0.47,-0.12,-0.1,-0.17,-0.7,1.79,1.54,1.21,1.42,-0.21,1.21,0.0,0.02,-0.09,-0.22,0.01,1.59,0.03
2023-10-01,-0.17,-0.21,0.03,-0.01,-0.03,-0.09,2.59,2.26,8.02,-0.17,-0.47,0.04,-0.21,-0.43,-0.03,-0.01,-0.09,-0.36,2.59,2.29,2.26,2.28,-0.02,1.5,0.03,-0.01,0.0,-0.17,0.0,2.5,-0.04
2024-01-01,-0.13,-0.21,0.01,-0.04,0.04,-0.07,2.83,2.58,8.82,-0.18,-0.71,-0.08,-0.26,-0.78,0.04,0.07,-0.07,-0.48,2.84,2.48,2.55,2.48,0.08,1.28,0.01,-0.04,-0.04,-0.14,-0.01,2.76,-0.08
2024-04-01,0.04,-0.01,0.03,-0.07,0.04,-0.03,2.28,2.28,8.04,-0.0,-0.68,-0.05,-0.06,-0.73,0.04,0.07,-0.03,-0.42,2.28,1.98,2.24,2.03,0.21,0.9,0.03,-0.07,0.02,-0.03,-0.03,2.25,-0.05
2024-07-01,0.19,0.2,0.06,-0.02,0.11,0.03,2.1,2.43,12.2,0.19,-0.9,0.08,0.19,-0.82,0.1,0.13,0.03,-0.8,2.12,1.84,2.44,2.05,0.4,0.34,0.05,-0.02,0.17,0.02,-0.04,2.13,0.0
2024-10-01,-0.02,0.0,0.03,-0.21,-0.25,0.02,1.88,1.65,8.0,-0.02,-0.66,0.12,0.0,-0.54,-0.25,-0.24,0.02,-0.34,1.88,1.66,1.65,1.79,-0.14,0.55,0.02,-0.21,0.08,-0.11,-0.04,1.9,0.02
