date,Administration of Justice,Agriculture,Commerce and Housing Credit,Community and Regional Development,"Education, Training, Employment, and Social Services",Energy,General Government,"General Science, Space, and Technology",Health,Income Security,International Affairs,Medicare,National Defense,Natural Resources and Environment,Net Interest,Social Security,Total,Transportation,Undistributed Offsetting Receipts,Veterans Benefits and Services
2022-07-31,5581.24856209,3337.4804381599997,-2591.26674423,4237.476812280001,12419.24205441,-3368.74032408,10001.041317370002,3206.51643823,72117.8930175,54464.118602129995,5535.3911272899995,67408.86866879,63045.507004160005,3019.26396597,55256.16287509,103228.08505544001,480386.81394184,9675.069153940001,-8206.18226908,22019.63818638
2022-08-31,6091.89684366,2512.18880624,496.80296324,4438.97300816,36543.62472932,-2175.8345609099997,6337.13805108,3712.5534244699998,77721.76374651,56290.04985446,10244.67521598,60958.93598309,63319.22675614,3815.29200194,62656.78084787,103548.28718452,523322.64154448,14526.52240296,-9310.106690969998,21593.87097672
2022-09-30,6821.37459913,2345.7163024499996,-6692.4153836099995,4368.8231746,449292.23267090996,-1910.3572939,2562.2940375300004,3637.48465638,77350.81316023,58317.70014572,7924.068711149999,103981.54867477,81115.98020279,3494.33962904,3624.72693872,103522.96770445,917396.36719388,14194.446193290001,-32228.31135731,35672.93442754
2022-10-31,7252.793238390001,8369.461498300001,4183.93872566,5093.9203913500005,17974.09070479,410.39810181,2930.45108383,3459.32595278,70485.79566428,42714.47948818,6267.20006688,18725.762749049998,76510.61239738,3469.36105573,43005.6647438,104440.07668571001,406374.24397226,9676.0700527,-30046.37756859,11451.21894023
2022-11-30,6212.30866641,3775.68892382,1544.2092598699999,4398.65273692,25096.80780001,-3295.49909463,9400.21836676,2957.80483212,76417.8220247,54709.167589029996,8184.71158474,69596.39437372,61828.49116269,4165.12405182,47302.98293805,104155.44096672,500645.68963498,10416.47263416,-8722.39549406,22501.28631213
2022-12-31,6354.7860040900005,4831.82005396,-937.6226876100001,5705.08922844,20939.55482157,719.3026478300001,-389.61312401,4045.4707783000003,78254.54402551,78534.6144873,4180.29387844,61804.542775940005,76481.63791784,4093.85484838,54002.781062120004,104235.89864214,539943.1082374001,10462.818424559999,-8513.49551209,35136.829964690005
2023-01-31,6043.64828591,3251.34114077,-43.31387312,4370.8294940900005,18866.22154548,-259.5370901,1171.30264812,2919.1036689499997,69067.93571666001,81292.09647557001,1768.8488395699999,71420.3371421,49562.36676743,2880.4846008699997,49799.82652078,113520.04713356,486072.08980151,7689.06780353,-9084.03813472,11835.52111606
2023-02-28,6277.37730348,2350.59295611,2833.2688531500003,4428.67667751,18248.71083263,397.25358655,1934.38917115,2792.8148979899997,70129.92946535001,98013.30719549001,7972.24066957,68025.06836287,59655.890247589996,3359.7077594099997,40619.61958676,113963.34197253,524547.75269011,8621.883162780001,-9230.30399561,24153.9839848
2023-03-31,6680.5010723000005,1670.58283377,25808.92161834,5569.82884472,42105.5636048,740.79794573,3154.02394842,3646.63379027,86390.8178373,86749.39935525,6030.05678885,115162.81036686999,83535.20912716001,3644.0033726799998,66532.31787287,114684.77013953,691316.68088415,8966.226440229999,-9841.93284551,40086.14877057
2023-04-30,8649.062859950001,1128.0939179700001,8431.37249598,33049.49950559,12880.0548696,-148.55066956,2429.03955415,2947.50475353,63488.89959763,54449.887278949995,4939.46100772,21298.99747023,57678.81609772,2488.7650255999997,62473.35438695,115040.70196647,462339.57080939,7941.5257383299995,-8932.48693,12105.57188258
2023-05-31,8026.40054628,1712.97946284,12478.49440743,4672.22775569,15076.7696987,-16.946035300000002,1258.96570571,3511.5412720500003,81068.17449242,63762.668472699996,8592.99966731,72176.94210026,65760.70781203,4197.04720795,60588.66167694,115562.12733105,547835.12000878,13978.8811081,-10242.5443995,25669.021726119998
2023-06-30,6228.17624821,1905.4527497899999,-3364.7606287199997,6570.31907728,29408.816757369998,1181.76182333,4047.04009373,3444.6614915100004,78160.07817253999,62851.67922361,5251.98773489,137329.34691282,78741.65229278,4171.53467724,69905.86551247,121173.6779364,646085.3149070101,11523.79796081,-9387.94929665,36942.176167599995
2023-07-31,5833.855059109999,2028.3528671,1300.06111257,3612.09928036,85730.07159453,-49.721757170000004,1300.3679776600002,3079.01810105,67485.47431959,43360.72003131,4611.07200387,21277.952832169998,56168.02184983,4422.52404076,67031.81745,115580.65315942999,496942.95149745,10493.04795937,-9229.24192624,12906.80554215
2023-08-31,6480.13503632,2368.2430509899996,1963.76899549,4997.8749547,-316031.09687415004,-978.5264683300001,2002.8321195,4013.56662092,71270.44728049,50513.458815089994,3681.4078750900003,73140.865244,70285.11336773,6261.87350823,68824.29484227,115965.78199031,193874.63346353,12655.30860482,-9378.1552016,25837.43970166
2023-09-30,7134.38882405,2161.7293922100002,45756.12258922,6435.84166651,26579.191752029998,965.13890296,4328.410256239999,4558.75253362,77076.7595141,57716.97164175,7830.49046886,117585.04688027,84526.95038275,2735.6426664200003,29095.12669032,115996.30957952,638454.88424474,14808.907517020001,-9817.28950986,42980.39249675
2023-10-31,7971.11950196,7915.99470517,18328.30865792,4761.60594616,22317.917714299998,976.60406168,1533.21981495,3402.6042843,70549.00463581,32863.27748898,6001.399169939999,23505.871603919997,87367.61969266999,5049.80478174,75989.8644128,117269.10239069999,469997.09204953,11020.7202741,-40931.9086461,14104.96155853
2023-11-30,6440.96603961,2555.70670311,49267.545203580004,3781.24748129,13901.0623654,1438.3551082899999,3859.2917120700004,3447.26973286,76381.75710197,49431.58783741001,7088.08945568,79391.59228552,70176.09483689,4903.971185,71817.8511395,116361.55998307001,588842.03806824,10930.656008760001,-8821.22440261,26488.65829084
2023-12-31,7081.808214729999,6531.0678925600005,-2234.5139627,4558.81291074,14096.650757149999,1071.80647386,2829.82884077,3923.56656706,77895.17912995,60829.12263007,4295.41223477,65217.236446760005,80797.24523807001,4828.09157029,67758.77615268,116921.2288198,558676.06948587,10230.727598739999,-8142.983764680001,40187.00573525
