industry_code	naics_code	publishing_status	industry_name	display_level	selectable	sort_sequence
43484110	48411	A	General freight trucking, local	6	T	437
43484120	48412	A	General freight trucking, long-distance	6	T	438
43484121	484121	E	General freight trucking, long-distance, truckload	7	T	439
43484122	484122	E	General freight trucking, long-distance, less than truckload	7	T	440
43484200	4842	A	Specialized freight trucking	5	T	441
43484210	48421	A	Used household and office goods moving	6	T	442
43484220	48422	A	Specialized freight (except used goods) trucking, local	6	T	443
43484230	48423	A	Specialized freight (except used goods) trucking, long-distance	6	T	444
43485000	485	A	Transit and ground passenger transportation	4	T	445
43485300	4853	B	Taxi and limousine service	5	T	446
43485310	48531	C	Taxi and ridesharing services	6	T	447
43485320	48532	C	Limousine service	6	T	448
43485400	4854	A	School and employee bus transportation	5	T	449
43485500	4851,2,5	C	Urban transit systems and interurban, rural, and charter bus transportation	5	T	450
43485900	4859	A	Other transit and ground passenger transportation	5	T	451
43486000	486	B	Pipeline transportation	4	T	452
43487000	487	B	Scenic and sightseeing transportation	4	T	453
43488000	488	A	Support activities for transportation	4	T	454
43488100	4881	A	Support activities for air transportation	5	T	455
43488300	4883	E	Support activities for water transportation	5	T	456
43488320	48832	C	Marine cargo handling	6	T	457
43488390	48831,3,9	C	Port and harbor operations, navigational services to shipping, and other support activities for water transportation	6	T	458
43488400	4884	A	Support activities for road transportation	5	T	459
43488500	4885	A	Freight transportation arrangement	5	T	460
43488900	4882,9	E	Other support activities for transportation, including rail	5	T	461
43492000	492	A	Couriers and messengers	4	T	462
43492100	4921	C	Couriers and express delivery services	5	T	463
43492200	49111,221	C	Local messengers and delivery and private postal service	6	T	464
43493000	493	A	Warehousing and storage	4	T	465
43493110	49311	A	General warehousing and storage	6	T	466
43493120	49312	E	Refrigerated warehousing and storage	6	T	467
43493190	49313,9	E	Other warehousing and storage, including farm product	6	T	468
44220000	22	A	Utilities	3	T	469
44221100	2211	A	Electric power generation, transmission and distribution	5	T	470
44221110	22111	A	Electric power generation	6	T	471
44221112	221112	A	Fossil fuel electric power generation	7	T	472
44221118	221111,3-8	C	Hydroelectric and nuclear, solar, wind, geothermal, biomass, and other electric power generation	7	T	473
44221120	22112	A	Electric power transmission, control, and distribution	6	T	474
44221121	221121	C	Electric bulk power transmission and control	7	T	475
44221122	221122	C	Electric power distribution	7	T	476
44221200	2212	A	Natural gas distribution	5	T	477
44221300	2213	A	Water, sewage, and other systems	5	T	478
50000000	51	A	Information	2	T	479
50512000	512	A	Motion picture and sound recording industries	4	T	480
50512110	51211	C	Motion picture and video production	6	T	481
50512130	51213	C	Motion picture and video exhibition	6	T	482
50513000	513	A	Publishing industries	4	T	483
50513100	5131	A	Newspaper, periodical, book, and directory publishers	5	T	484
50513110	51311	A	Newspaper publishers	6	T	485
50513120	51312	A	Periodical publishers	6	T	486
50513130	51313	E	Book publishers	6	T	487
50513190	51314,9	C	Directory, mailing list, and other publishers	6	T	488
50513200	5132	A	Software publishers	5	T	489
50516000	516	A	Broadcasting and content providers	4	T	490
50516100	5161	A	Radio and television broadcasting stations	5	T	491
50516110	51611	C	Radio broadcasting stations	6	T	492
50516120	51612	C	Television broadcasting stations	6	T	493
50516200	5162	A	Media streaming distribution services, social networks, and other media networks and content providers	5	T	494
50517000	517	A	Telecommunications	4	T	495
50517100	5171	A	Wired and wireless telecommunications (except satellite)	5	T	496
50517110	51711	A	Wired and wireless telecommunications carriers (except satellite)	6	T	497
50517111	517111	A	Wired telecommunications carriers	7	T	498
50517112	517112	A	Wireless telecommunications carriers (except satellite)	7	T	499
50517120	51712	A	Telecommunications resellers	6	T	500
50517800	5174,8	A	All other telecommunications	5	T	501
50518000	518	A	Computing infrastructure providers, data processing, web hosting, and related services	4	T	502
50519000	519	A	Web search portals, libraries, archives, and other information services	4	T	503
50519210	51921	C	Libraries and archives	6	T	504
50519290	51929	C	Web search portals and all other information services	6	T	505
55000000	-	A	Financial activities	2	T	506
55520000	52	C	Finance and insurance	3	T	507
55521000	521	C	Monetary authorities-central bank	4	T	508
55522000	522	A	Credit intermediation and related activities	4	T	509
55522100	5221	A	Depository credit intermediation	5	T	510
55522110	52211	A	Commercial banking	6	T	511
55522130	52213	A	Credit unions	6	T	512
55522180	52218	A	Savings institutions and other depository credit intermediation	6	T	513
55522200	5222	A	Nondepository credit intermediation	5	T	514
55522210	52221	C	Credit card issuing	6	T	515
55522220	52222	C	Sales financing	6	T	516
55522290	52229	E	Other nondepository credit intermediation	6	T	517
55522291	522291	A	Consumer lending	7	T	518
55522292	522292	A	Real estate credit	7	T	519
55522299	522299	A	International, secondary market, and all other nondepository credit intermediation	7	T	520
55522300	5223	A	Activities related to credit intermediation	5	T	521
55522310	52231	E	Mortgage and nonmortgage loan brokers	6	T	522
55522320	52232	E	Financial transactions processing, reserve, and clearinghouse activities	6	T	523
55522390	52239	E	Other activities related to credit intermediation	6	T	524
55523000	523,5	A	Securities, commodity contracts, funds, trusts, and other financial vehicles, investments, and related activities	4	T	525
55523150	52315	A	Investment banking and securities intermediation	6	T	526
55523200	5231,2	A	Securities and commodity contracts brokerage, intermediation, and exchanges	5	T	527
55523900	5239,50	A	Funds, trusts, and other financial vehicles and investment activities	5	T	528
55523910	52391	E	Miscellaneous intermediation	6	T	529
55523940	52394	A	Portfolio management and investment advice	6	T	530
55523990	52399,500	E	All other financial investment activities	6	T	531
55524000	524	A	Insurance carriers and related activities	4	T	532
55524100	5241	A	Insurance carriers	5	T	533
55524110	52411	A	Direct life, health, and medical insurance carriers	6	T	534
55524120	52412	A	Direct insurance (except life, health, and medical) carriers	6	T	535
55524126	524126	E	Direct property and casualty insurance carriers	7	T	536
55524128	524127,8	E	Direct title insurance and other direct insurance (except life, health, and medical) carriers	7	T	537
55524130	52413	A	Reinsurance carriers	6	T	538
55524200	5242	A	Agencies, brokerages, and other insurance related activities	5	T	539
55524210	52421	A	Insurance agencies and brokerages	6	T	540
55524290	52429	A	Other insurance related activities	6	T	541
55524291	524291	E	Claims adjusting	7	T	542
55524292	524292	A	Pharmacy benefit management and other third party administration of insurance and pension funds	7	T	543
55524298	524298	E	All other insurance related activities	7	T	544
55530000	53	C	Real estate and rental and leasing	3	T	545
55531000	531	A	Real estate	4	T	546
55531100	5311	A	Lessors of real estate	5	T	547
55531110	53111	A	Lessors of residential buildings and dwellings	6	T	548
55531120	53112	A	Lessors of nonresidential buildings (except miniwarehouses)	6	T	549
55531130	53113	E	Lessors of miniwarehouses and self-storage units	6	T	550
55531190	53119	E	Lessors of other real estate property	6	T	551
55531200	5312	A	Offices of real estate agents and brokers	5	T	552
55531300	5313	A	Activities related to real estate	5	T	553
55531310	53131	A	Real estate property managers	6	T	554
55531311	531311	A	Residential property managers	7	T	555
55531312	531312	A	Nonresidential property managers	7	T	556
55531320	53132	E	Offices of real estate appraisers	6	T	557
55531390	53139	E	Other activities related to real estate	6	T	558
55532000	532	A	Rental and leasing services	4	T	559
55532100	5321	E	Automotive equipment rental and leasing	5	T	560
55532110	53211	C	Passenger car rental and leasing	6	T	561
55532120	53212	C	Truck, utility trailer, and recreational vehicle (RV) rental and leasing	6	T	562
55532200	5322	B	Consumer goods rental	5	T	563
55532283	532283	A	Home health equipment rental	7	T	564
55532300	5323	B	General rental centers	5	T	565
55532400	5324	A	Commercial and industrial machinery and equipment rental and leasing	5	T	566
55532410	53241	A	Construction, transportation, mining, and forestry machinery and equipment rental and leasing	6	T	567
55532490	53242,9	A	Office, commercial, and industrial machinery and equipment rental and leasing	6	T	568
55533000	533	C	Lessors of nonfinancial intangible assets (except copyrighted works)	4	T	569
60000000	-	A	Professional and business services	2	T	570
60540000	54	A	Professional, scientific, and technical services	3	T	571
60541100	5411	A	Legal services	5	T	572
60541110	54111	A	Offices of lawyers	6	T	573
60541190	54119	A	Other legal services	6	T	574
60541200	5412	A	Accounting, tax preparation, bookkeeping, and payroll services	5	T	575
60541211	541211	A	Offices of certified public accountants	7	T	576
60541213	541213	C	Tax preparation services	7	T	577
60541214	541214	A	Payroll services	7	T	578
60541219	541219	C	Other accounting services	7	T	579
60541300	5413	A	Architectural, engineering, and related services	5	T	580
60541310	54131	A	Architectural services	6	T	581
60541320	54132	A	Landscape architectural services	6	T	582
60541340	54133,4	A	Engineering and drafting services	6	T	583
60541370	54135,6,7	A	Building inspection, surveying, and mapping services	6	T	584
60541380	54138	A	Testing laboratories and services	6	T	585
60541400	5414	A	Specialized design services	5	T	586
60541410	54141	E	Interior design services	6	T	587
60541430	54143	A	Graphic design services	6	T	588
60541500	5415	A	Computer systems design and related services	5	T	589
60541511	541511	A	Custom computer programming services	7	T	590
60541512	541512	A	Computer systems design services	7	T	591
60541513	541513	B	Computer facilities management services	7	T	592
60541519	541519	E	Other computer related services	7	T	593
60541600	5416	A	Management, scientific, and technical consulting services	5	T	594
60541610	54161	A	Management consulting services	6	T	595
60541611	541611	A	Administrative management and general management consulting services	7	T	596
60541612	541612	C	Human resources consulting services	7	T	597
60541613	541613	A	Marketing consulting services	7	T	598
60541614	541614	A	Process, physical distribution, and logistics consulting services	7	T	599
60541618	541618	C	Other management consulting services	7	T	600
60541620	54162	C	Environmental consulting services	6	T	601
60541690	54169	C	Other scientific and technical consulting services	6	T	602
60541700	5417	A	Scientific research and development services	5	T	603
60541710	54171	A	Research and development in the physical, engineering, and life sciences	6	T	604
60541713	541713	C	Research and development in nanotechnology	7	T	605
60541714	541714	C	Research and development in biotechnology, except nanobiotechnology	7	T	606
60541715	541715	A	Research and development in the physical, engineering, and life sciences, except nanotechnology and biotechnology	7	T	607
60541720	54172	A	Research and development in the social sciences and humanities	6	T	608
60541800	5418	A	Advertising, public relations, and related services	5	T	609
60541810	54181	A	Advertising agencies	6	T	610
60541820	54182	A	Public relations agencies	6	T	611
60541840	54183,4	C	Media buying agencies and media representatives	6	T	612
60541850	54185	C	Indoor and outdoor display advertising	6	T	613
60541860	54186	C	Direct mail advertising	6	T	614
60541890	54187,9	A	Advertising material distribution and other services related to advertising	6	T	615
60541900	5419	A	Other professional, scientific, and technical services	5	T	616
60541910	54191	A	Marketing research and public opinion polling	6	T	617
60541920	54192	E	Photographic services	6	T	618
60541940	54194	A	Veterinary services	6	T	619
60541990	54193,9	E	Translation, interpretation, and all other professional, scientific, and technical services	6	T	620
60550000	55	A	Management of companies and enterprises	3	T	621
60551112	551111,2	A	Offices of bank and other holding companies	7	T	622
60551114	551114	A	Corporate, subsidiary, and regional managing offices	7	T	623
60560000	56	A	Administrative and support and waste management and remediation services	3	T	624
60561000	561	A	Administrative and support services	4	T	625
60561100	5611	A	Office administrative services	5	T	626
60561200	5612	A	Facilities support services	5	T	627
60561300	5613	A	Employment services	5	T	628
60561310	56131	A	Employment placement agencies and executive search services	6	T	629
60561311	561311	C	Employment placement agencies	7	T	630
60561312	561312	C	Executive search services	7	T	631
60561320	56132	A	Temporary help services	6	T	632
60561330	56133	A	Professional employer organizations	6	T	633
60561400	5614	A	Business support services	5	T	634
60561410	56141	E	Document preparation services	6	T	635
60561420	56142	A	Telephone call centers	6	T	636
60561421	561421	C	Telephone answering services	7	T	637
60561422	561422	C	Telemarketing bureaus and other contact centers	7	T	638
60561430	56143	A	Business service centers	6	T	639
60561440	56144	A	Collection agencies	6	T	640
60561490	56145,9	C	Credit bureaus and other business support services	6	T	641
60561500	5615	A	Travel arrangement and reservation services	5	T	642
60561510	56151	A	Travel agencies	6	T	643
60561520	56152	C	Tour operators	6	T	644
60561590	56159	C	Other travel arrangement and reservation services	6	T	645
60561600	5616	A	Investigation and security services	5	T	646
60561610	56161	A	Investigation, guard, and armored car services	6	T	647
60561611	561611	C	Investigation and personal background check services	7	T	648
60561613	561612,3	C	Security guards, patrol services, and armored car services	7	T	649
60561620	56162	A	Security systems services	6	T	650
60561700	5617	A	Services to buildings and dwellings	5	T	651
60561710	56171	A	Exterminating and pest control services	6	T	652
60561720	56172	A	Janitorial services	6	T	653
60561730	56173	A	Landscaping services	6	T	654
60561740	56174	E	Carpet and upholstery cleaning services	6	T	655
60561790	56179	E	Other services to buildings and dwellings	6	T	656
60561900	5619	A	Other support services	5	T	657
60561910	56191	E	Packaging and labeling services	6	T	658
60561920	56192	E	Convention and trade show organizers	6	T	659
60561990	56199	A	All other support services	6	T	660
60562000	562	A	Waste management and remediation services	4	T	661
60562100	5621	A	Waste collection	5	T	662
60562200	5622	E	Waste treatment and disposal	5	T	663
60562211	562211	C	Hazardous waste treatment and disposal	7	T	664
60562219	562212,3,9	C	Solid waste landfill, combustors, and incinerators and other nonhazardous waste treatment and disposal	7	T	665
60562900	5629	E	Remediation and other waste management services	5	T	666
60562910	56291	C	Remediation services	6	T	667
60562990	56292,9	C	Materials recovery facilities and other waste management services	6	T	668
65000000	-	A	Private education and health services	2	T	669
65610000	61	B	Private educational services	3	T	670
65611100	6111	B	Private elementary and secondary schools	5	T	671
65611300	6112,3	B	Private junior colleges, colleges, universities, and professional schools	5	T	672
65611400	6114	B	Private business schools and computer and management training	5	T	673
65611420	61141,2	C	Private business and secretarial schools and private computer training	6	T	674
65611430	61143	C	Private professional and management development training	6	T	675
65611500	6115	B	Private technical and trade schools	5	T	676
65611600	6116	C	Other private schools and instruction	5	T	677
65611610	61161	C	Private fine arts schools	6	T	678
65611620	61162	C	Private sports and recreation instruction	6	T	679
65611690	61163,9	C	Private language schools and all other private schools and instruction	6	T	680
65611700	6117	B	Private educational support services	5	T	681
65620000	62	A	Health care and social assistance	3	T	682
65620001	621,2,3	A	Health care	4	T	683
65621000	621	A	Ambulatory health care services	4	T	684
65621100	6211	A	Offices of physicians	5	T	685
65621111	621111	E	Offices of physicians (except mental health specialists)	7	T	686
65621112	621112	E	Offices of physicians, mental health specialists	7	T	687
65621200	6212	A	Offices of dentists	5	T	688
65621300	6213	A	Offices of other health practitioners	5	T	689
65621310	62131	A	Offices of chiropractors	6	T	690
65621320	62132	A	Offices of optometrists	6	T	691
65621330	62133	A	Offices of mental health practitioners (except physicians)	6	T	692
65621340	62134	A	Offices of physical, occupational and speech therapists, and audiologists	6	T	693
65621390	62139	A	Offices of all other health practitioners	6	T	694
65621391	621391	C	Offices of podiatrists	7	T	695
65621399	621399	C	Offices of all other miscellaneous health practitioners	7	T	696
65621400	6214	A	Outpatient care centers	5	T	697
65621420	62142	A	Outpatient mental health and substance abuse centers	6	T	698
65621490	62141,9	A	Other outpatient care centers	6	T	699
65621491	621491	C	HMO medical centers	7	T	700
65621492	621492	C	Kidney dialysis centers	7	T	701
65621493	621493	A	Freestanding ambulatory surgical and emergency centers	7	T	702
65621498	621410,98	A	Family planning and all other outpatient care centers	7	T	703
65621500	6215	A	Medical and diagnostic laboratories	5	T	704
65621511	621511	A	Medical laboratories	7	T	705
65621512	621512	A	Diagnostic imaging centers	7	T	706
65621600	6216	A	Home health care services	5	T	707
65621900	6219	A	Other ambulatory health care services	5	T	708
65621910	62191	A	Ambulance services	6	T	709
65621990	62199	A	All other ambulatory health care services	6	T	710
65621991	621991	C	Blood and organ banks	7	T	711
65621999	621999	C	All other miscellaneous ambulatory health care services	7	T	712
65622000	622	A	Hospitals	4	T	713
65622100	6221	A	General medical and surgical hospitals	5	T	714
65622200	6222	E	Psychiatric and substance abuse hospitals	5	T	715
65622300	6223	E	Specialty, except psychiatric and substance abuse, hospitals	5	T	716
65623000	623	A	Nursing and residential care facilities	4	T	717
65623100	6231	A	Skilled nursing care facilities	5	T	718
65623200	6232	A	Residential intellectual and developmental disability, mental health, and substance abuse facilities	5	T	719
65623210	62321	A	Residential intellectual and developmental disability facilities	6	T	720
65623220	62322	A	Residential mental health and substance abuse facilities	6	T	721
65623300	6233	A	Continuing care retirement communities and assisted living facilities for the elderly	5	T	722
65623311	623311	A	Continuing care retirement communities	7	T	723
65623312	623312	A	Assisted living facilities for the elderly	7	T	724
65623900	6239	A	Other residential care facilities	5	T	725
65624000	624	A	Social assistance	4	T	726
65624100	6241	A	Individual and family services	5	T	727
65624110	62411	A	Child and youth services	6	T	728
65624120	62412	A	Services for the elderly and persons with disabilities	6	T	729
65624190	62419	A	Other individual and family services	6	T	730
65624200	6242	A	Community food and housing, and emergency and other relief services	5	T	731
65624210	62421	E	Community food services	6	T	732
65624230	62422,3	E	Community housing, emergency, and relief services	6	T	733
65624300	6243	A	Vocational rehabilitation services	5	T	734
65624400	6244	A	Child care services	5	T	735
70000000	-	A	Leisure and hospitality	2	T	736
70710000	71	A	Arts, entertainment, and recreation	3	T	737
70711000	711	A	Performing arts, spectator sports, and related industries	4	T	738
70711100	7111	A	Performing arts companies	5	T	739
70711130	71113	C	Musical groups and artists	6	T	740
70711190	71111,2,9	C	Theater, dance, and other performing arts companies and dinner theaters	6	T	741
70711200	7112	A	Spectator sports	5	T	742
70711211	711211	C	Sports teams and clubs	7	T	743
70711212	711212	C	Racetracks	7	T	744
70711219	711219	C	Other spectator sports	7	T	745
70711300	7113,4	A	Arts and sports promoters and agents and managers for public figures	5	T	746
70711500	7115	A	Independent artists, writers, and performers	5	T	747
70712000	712	A	Museums, historical sites, and similar institutions	4	T	748
70712110	71211	A	Museums	6	T	749
70712190	71212,3,9	A	Historical sites, zoos, botanical gardens, nature parks, and other similar institutions	6	T	750
70713000	713	A	Amusement, gambling, and recreation industries	4	T	751
70713100	7131	E	Amusement parks and arcades	5	T	752
70713200	7132	A	Gambling industries	5	T	753
70713210	71321	G	Casinos, except casino hotels	6	T	754
70713290	71329	G	Other gambling industries	6	T	755
70713900	7139	E	Other amusement and recreation industries	5	T	756
70713910	71391	A	Golf courses and country clubs	6	T	757
70713920	71392	A	Skiing facilities	6	T	758
70713930	71393	A	Marinas	6	T	759
70713940	71394	A	Fitness and recreational sports centers	6	T	760
70713950	71395	A	Bowling centers	6	T	761
70713990	71399	E	All other amusement and recreation industries	6	T	762
70720000	72	A	Accommodation and food services	3	T	763
70721000	721	A	Accommodation	4	T	764
70721100	7211	A	Traveler accommodation	5	T	765
70721110	72111	A	Hotels (except casino hotels) and motels	6	T	766
70721120	72112	C	Casino hotels	6	T	767
70721190	72119	C	Other traveler accommodation	6	T	768
70721191	721191	C	Bed-and-breakfast inns	7	T	769
70721199	721310,199	C	All other traveler accommodation and rooming and boarding houses, dormitories, and workers' camps	7	T	770
70721200	7212	A	Recreational vehicle (RV) parks and recreational camps	5	T	771
70722000	722	A	Food services and drinking places	4	T	772
70722300	7223	A	Special food services	5	T	773
70722310	72231	A	Food service contractors	6	T	774
70722330	72232,3	A	Caterers and mobile food services	6	T	775
70722400	7224	A	Drinking places, alcoholic beverages	5	T	776
70722500	7225	A	Restaurants and other eating places	5	T	777
70722511	722511	A	Full-service restaurants	7	T	778
70722513	722513	A	Limited-service restaurants	7	T	779
70722514	722514	A	Cafeterias, grill buffets, and buffets	7	T	780
70722515	722515	A	Snack and nonalcoholic beverage bars	7	T	781
80000000	81	A	Other services	2	T	782
80811000	811	A	Repair and maintenance	4	T	783
80811100	8111	A	Automotive repair and maintenance	5	T	784
80811110	81111	A	Automotive mechanical and electrical repair and maintenance	6	T	785
80811111	811111	A	General automotive repair	7	T	786
80811114	811114	A	Specialized automotive repair	7	T	787
80811120	81112	A	Automotive body, paint, interior, and glass repair	6	T	788
80811121	811121	B	Automotive body, paint, and interior repair and maintenance	7	T	789
80811122	811122	B	Automotive glass replacement shops	7	T	790
80811190	81119	A	Other automotive repair and maintenance	6	T	791
80811192	811192	A	Car washes	7	T	792
80811198	811191,8	A	Automotive oil change and lubrication shops and all other automotive repair and maintenance	7	T	793
80811200	8112	A	Electronic and precision equipment repair and maintenance	5	T	794
80811300	8113	A	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	5	T	795
80811400	8114	A	Personal and household goods repair and maintenance	5	T	796
80812000	812	A	Personal and laundry services	4	T	797
80812100	8121	A	Personal care services	5	T	798
80812110	81211	A	Hair, nail, and skin care services	6	T	799
80812112	812111,2	E	Barber shops and beauty salons	7	T	800
80812113	812113	E	Nail salons	7	T	801
80812190	81219	A	Other personal care services	6	T	802
80812200	8122	A	Death care services	5	T	803
80812210	81221	B	Funeral homes and funeral services	6	T	804
80812220	81222	B	Cemeteries and crematories	6	T	805
80812300	8123	A	Drycleaning and laundry services	5	T	806
80812310	81231	E	Coin-operated laundries and drycleaners	6	T	807
80812320	81232	E	Drycleaning and laundry services, except coin-operated	6	T	808
80812330	81233	A	Linen and uniform supply	6	T	809
80812331	812331	C	Linen supply	7	T	810
80812332	812332	C	Industrial launderers	7	T	811
80812900	8129	A	Other personal services	5	T	812
80812910	81291	A	Pet care (except veterinary) services	6	T	813
80812930	81293	A	Parking lots and garages	6	T	814
80812990	81292,9	C	Photofinishing and all other personal services	6	T	815
80813000	813	A	Religious, grantmaking, civic, professional, and similar organizations	4	T	816
80813200	8132	A	Grantmaking and giving services	5	T	817
80813211	813211	A	Grantmaking foundations	7	T	818
80813212	813212	E	Voluntary health organizations	7	T	819
80813219	813219	E	Other grantmaking and giving services	7	T	820
80813300	8133	A	Social advocacy organizations	5	T	821
80813311	813311	A	Human rights organizations	7	T	822
80813319	813312,9	A	Environment, conservation, wildlife, and other social advocacy organizations	7	T	823
80813400	8134	A	Civic and social organizations	5	T	824
80813900	8139	A	Business, professional, labor, political, and similar organizations	5	T	825
80813910	81391	A	Business associations	6	T	826
80813920	81392	A	Professional organizations	6	T	827
80813930	81393	A	Labor unions and similar labor organizations	6	T	828
80813990	81394,9	A	Political and other similar organizations (except business, professional, and labor organizations)	6	T	829
90000000	-	B	Government	2	T	830
90910000	-	B	Federal	3	T	831
90911000	-	B	Federal, except U.S. Postal Service	4	T	832
90916220	-	B	Federal hospitals	5	T	833
90919110	-	B	Department of Defense	5	T	834
90919120	-	B	U.S. Postal Service	4	T	835
90919999	-	B	Other Federal government	5	T	836
90920000	-	B	State government	3	T	837
90921611	-	B	State government education	4	T	838
90922000	-	B	State government, excluding education	4	T	839
90922622	-	B	State hospitals	5	T	840
90922920	-	B	State government general administration	5	T	841
90922999	-	B	Other State government	5	T	842
90930000	-	B	Local government	3	T	843
90931611	-	B	Local government education	4	T	844
90932000	-	B	Local government, excluding education	4	T	845
90932221	-	B	Local government utilities	5	T	846
90932480	-	B	Local government transportation	5	T	847
90932622	-	B	Local hospitals	5	T	848
90932920	-	B	Local government general administration	5	T	849
90932999	-	B	Other local government	5	T	850
