date,CES0000000001,CES0500000001,CES0500000002,CES0500000003,CES0500000006,CES0500000007,CES0500000008,CES0500000016,CES0600000001,CES0600000002,CES0600000008,CES0800000001,CES0800000002,CES0800000008,CES1000000001,CES1000000008,CES2000000001,CES2000000008,CES3000000001,CES3000000008,CES4142000001,CES4142000008,CES4200000001,CES4200000008,CES4300000001,CES4300000008,CES4422000001,CES4422000008,CES5000000001,CES5000000008,CES5500000001,CES5500000008,CES6000000001,CES6000000008,CES6500000001,CES6500000008,CES7000000001,CES7000000008,CES9000000001,CES9091000001,CES9091622001,CES9091911001,CES9091912001,CES9092000001,CES9092161101,CES9092262201,CES9092292001,CES9093000001,CES9093161101,CES9093222101,CES9093248001,CES9093262201,CES9093292001,CEU0000000001,CEU0500000001,CEU0500000006,CEU0600000001,CEU0800000001,CEU1021100001,CEU1021100003,CEU1021200001,CEU1021200003,CEU1021300001,CEU1021300003,CEU2023600001,CEU2023600003,CEU2023700001,CEU2023700003,CEU2023800001,CEU2023800003,CEU3132100001,CEU3132100003,CEU3132700001,CEU3132700003,CEU3133100001,CEU3133100003,CEU3133200001,CEU3133200003,CEU3133300001,CEU3133300003,CEU3133400001,CEU3133400003,CEU3133500001,CEU3133500003,CEU3133600001,CEU3133600003,CEU3133700001,CEU3133700003,CEU3133900001,CEU3133900003,CEU3231100001,CEU3231100003,CEU3231300001,CEU3231300003,CEU3231400001,CEU3231400003,CEU3231500001,CEU3231500003,CEU3232200001,CEU3232200003,CEU3232300001,CEU3232300003,CEU3232400001,CEU3232500001,CEU3232500003,CEU3232600001,CEU3232600003,CEU3232900001,CEU4142300001,CEU4142300003,CEU4142400001,CEU4142400003,CEU4142500001,CEU4142500003,CEU4244100001,CEU4244100003,CEU4244400001,CEU4244400003,CEU4244500001,CEU4244500003,CEU4244900001,CEU4244900003,CEU4245500001,CEU4245500003,CEU4245600001,CEU4245600003,CEU4245700001,CEU4245700003,CEU4245800001,CEU4245800003,CEU4245900001,CEU4245900003,CEU4348100001,CEU4348100003,CEU4348200001,CEU4348300001,CEU4348400001,CEU4348400003,CEU4348500001,CEU4348500003,CEU4348600001,CEU4348700001,CEU4348800001,CEU4348800003,CEU4349200001,CEU4349200003,CEU4349300001,CEU4349300003,CEU4422000001,CEU4422000003,CEU5051200001,CEU5051200003,CEU5051300001,CEU5051300003,CEU5051600001,CEU5051600003,CEU5051700001,CEU5051700003,CEU5051800001,CEU5051800003,CEU5051900001,CEU5051900003,CEU5552100001,CEU5552200001,CEU5552200003,CEU5552300001,CEU5552300003,CEU5552400001,CEU5552400003,CEU5553100001,CEU5553100003,CEU5553200001,CEU5553200003,CEU5553300001,CEU6054000001,CEU6054000003,CEU6055000001,CEU6055000003,CEU6056100001,CEU6056100003,CEU6056200001,CEU6056200003,CEU6561000001,CEU6562100001,CEU6562100003,CEU6562200001,CEU6562200003,CEU6562300001,CEU6562300003,CEU6562400001,CEU6562400003,CEU7071100001,CEU7071100003,CEU7071200001,CEU7071200003,CEU7071300001,CEU7071300003,CEU7072100001,CEU7072100003,CEU7072200001,CEU7072200003,CEU8081100001,CEU8081100003,CEU8081200001,CEU8081200003,CEU8081300001,CEU8081300003,CEU9000000001
2003-10-01,      130439,      108881,,,       88012,        33.7,       15.42,,       21692,,       16.89,       87189,,       15.03,         574,       17.73,        6784,       19.00,       14334,       15.83,      5537.2,       17.43,     14928.2,       11.91,      4171.3,       16.24,       572.6,       25.24,        3155,       21.15,        8089,       17.33,       16130,       17.27,       16945,       15.65,       12259,        9.02,       21558,        2742,       238.5,       477.5,       798.2,        4987,      2250.4,       347.3,      1853.9,       13829,      7716.5,       234.6,       249.3,       652.1,      3969.0,      131383,      109512,       88603,       21941,       87571,       119.6,,       206.5,,       184.1,,      1615.7,,       961.4,,      4411.8,,       542.8,,       497.8,,       465.8,,      1465.9,,      1127.4,,      1323.2,,       449.7,,      1764.2,,       570.0,,       652.8,,      1544.3,,       248.4,,       180.0,,       294.3,,       509.2,,       676.3,,       113.2,       892.2,,       806.3,,       244.2,      3030.5,,      2082.0,,       436.4,,      1905.1,,      1197.2,,      2909.4,,      1140.4,,      2918.0,,       968.0,,       977.7,,      1342.1,,      1624.5,,       513.3,,       186.5,        55.8,      1344.7,,       411.6,,        39.2,        26.5,       535.4,,       555.1,,       545.1,,       571.6,,       366.2,,       928.9,,       353.9,,      1149.6,,       273.3,,        68.5,,        20.1,      2808.2,,       797.4,,      2391.3,,      1394.4,,       642.9,,        27.8,      6609.2,,      1730.4,,      7671.5,,       322.8,,      2883.8,      4869.2,,      4224.9,,      2797.5,,      2352.3,,       363.8,,       115.4,,      1283.8,,      1751.0,,      8663.3,,      1232.0,,      1267.1,,      2895.1,,       21871
2003-11-01,      130480,      108945,,,       88073,        33.8,       15.46,,       21688,,       16.94,       87257,,       15.07,         576,       17.76,        6796,       19.02,       14316,       15.90,      5538.5,       17.44,     14907.5,       11.95,      4174.8,       16.28,       571.5,       25.39,        3150,       21.11,        8082,       17.38,       16169,       17.31,       16976,       15.71,       12284,        9.03,       21535,        2728,       239.2,       474.9,       794.1,        4988,      2255.0,       347.0,      1852.2,       13819,      7702.5,       234.8,       249.6,       654.4,      3968.8,      131548,      109569,       88655,       21823,       87746,       118.1,,       204.8,,       185.6,,      1598.8,,       926.5,,      4377.5,,       543.2,,       497.7,,       465.6,,      1471.3,,      1135.3,,      1322.6,,       448.6,,      1769.7,,       568.6,,       651.6,,      1520.4,,       246.6,,       181.0,,       290.1,,       507.6,,       675.0,,       111.8,       891.0,,       803.6,,       237.8,      3034.1,,      2075.6,,       440.9,,      1900.3,,      1194.5,,      2917.4,,      1186.6,,      3074.7,,       976.8,,       980.9,,      1400.9,,      1655.4,,       514.8,,       187.3,        53.7,      1342.2,,       409.1,,        39.2,        22.3,       532.0,,       563.5,,       550.7,,       570.3,,       383.0,,       931.7,,       355.3,,      1144.0,,       273.1,,        68.5,,        20.2,      2804.4,,       800.1,,      2389.4,,      1389.6,,       639.7,,        27.1,      6638.9,,      1739.5,,      7581.3,,       321.1,,      2920.3,      4878.5,,      4234.4,,      2800.3,,      2364.1,,       359.0,,       112.2,,      1203.8,,      1715.8,,      8634.7,,      1226.4,,      1267.8,,      2896.9,,       21979
2003-12-01,      130589,      109043,,,       88140,        33.6,       15.47,,       21701,,       16.96,       87342,,       15.07,         575,       17.85,        6827,       19.03,       14299,       15.92,      5549.8,       17.40,     14901.3,       11.97,      4161.6,       16.29,       570.5,       25.14,        3150,       21.08,        8076,       17.36,       16195,       17.29,       17015,       15.75,       12320,        9.07,       21546,        2740,       239.9,       473.0,       798.7,        4981,      2249.8,       345.5,      1852.8,       13825,      7703.1,       235.1,       249.1,       655.2,      3969.5,      131367,      109453,       88531,       21606,       87847,       117.7,,       200.4,,       185.9,,      1582.6,,       867.0,,      4279.4,,       539.7,,       487.3,,       467.5,,      1474.8,,      1135.2,,      1321.3,,       451.2,,      1770.1,,       570.0,,       648.6,,      1510.0,,       242.3,,       180.5,,       286.2,,       504.7,,       673.4,,       109.9,       891.1,,       803.4,,       236.6,      3035.7,,      2076.7,,       443.9,,      1890.0,,      1185.7,,      2923.9,,      1209.0,,      3145.1,,       984.1,,       980.8,,      1461.9,,      1696.2,,       517.1,,       187.7,        53.6,      1339.0,,       409.9,,        39.3,        21.5,       534.3,,       568.0,,       543.4,,       569.6,,       392.6,,       932.9,,       357.3,,      1141.9,,       271.9,,        68.5,,        20.2,      2803.1,,       802.7,,      2384.6,,      1395.8,,       640.1,,        27.3,      6672.7,,      1743.6,,      7443.9,,       322.4,,      2874.3,      4896.5,,      4239.6,,      2804.9,,      2365.6,,       358.2,,       110.7,,      1213.7,,      1715.7,,      8642.6,,      1218.1,,      1264.1,,      2904.9,,       21914
2004-01-01,      130756,      109218,,,       88220,        33.7,       15.51,,       21714,,       17.00,       87504,,       15.11,         575,       17.85,        6848,       19.10,       14291,       15.95,      5562.4,       17.49,     14948.1,       11.95,      4191.7,       16.46,       569.8,       25.38,        3141,       21.16,        8078,       17.42,       16223,       17.29,       17039,       15.81,       12346,        9.08,       21538,        2732,       241.9,       470.7,       793.5,        4965,      2234.7,       347.8,      1850.5,       13841,      7712.0,       235.7,       248.4,       655.6,      3971.9,      128709,      107266,       86440,       21161,       86105,       119.6,,       191.7,,       182.5,,      1535.0,,       796.3,,      4100.0,,       531.9,,       479.8,,       464.1,,      1470.3,,      1128.5,,      1316.1,,       448.0,,      1750.3,,       566.1,,       643.3,,      1476.6,,       240.4,,       180.7,,       281.0,,       500.7,,       666.3,,       109.9,       885.4,,       798.9,,       232.6,      3025.2,,      2054.5,,       440.7,,      1872.9,,      1158.0,,      2876.0,,      1157.7,,      2866.2,,       968.6,,       977.9,,      1361.8,,      1593.3,,       508.7,,       186.1,        54.0,      1309.5,,       401.6,,        38.7,        20.1,       530.3,,       558.9,,       545.8,,       568.2,,       377.1,,       921.5,,       353.2,,      1139.7,,       265.6,,        67.6,,        20.1,      2797.9,,       801.1,,      2375.7,,      1373.6,,       630.4,,        26.2,      6705.6,,      1725.4,,      7101.5,,       313.4,,      2670.7,      4881.6,,      4230.8,,      2790.1,,      2359.4,,       339.5,,       106.6,,      1181.9,,      1686.6,,      8445.1,,      1216.4,,      1248.6,,      2876.2,,       21443
2004-02-01,      130821,      109271,,,       88274,        33.8,       15.53,,       21693,,       17.05,       87578,,       15.13,         576,       17.97,        6838,       19.19,       14279,       15.98,      5568.7,       17.48,     14946.4,       11.98,      4196.3,       16.48,       568.4,       25.39,        3141,       21.21,        8079,       17.39,       16238,       17.26,       17063,       15.87,       12372,        9.12,       21550,        2731,       243.0,       468.5,       792.5,        4967,      2236.3,       347.3,      1850.8,       13852,      7719.9,       235.8,       248.1,       655.2,      3978.8,      129320,      107474,       86598,       21125,       86349,       120.6,,       191.5,,       183.6,,      1523.2,,       783.9,,      4084.6,,       535.1,,       476.4,,       463.5,,      1473.5,,      1131.4,,      1315.9,,       446.7,,      1759.0,,       566.7,,       646.2,,      1471.2,,       238.4,,       180.1,,       283.6,,       496.3,,       662.7,,       108.7,       888.4,,       799.1,,       229.5,      3021.5,,      2057.5,,       442.6,,      1879.0,,      1154.8,,      2870.1,,      1138.7,,      2792.7,,       961.7,,       969.4,,      1324.6,,      1573.5,,       509.9,,       186.5,        52.0,      1306.1,,       402.2,,        38.4,        20.4,       534.8,,       551.1,,       546.2,,       566.0,,       377.1,,       922.7,,       355.0,,      1136.9,,       266.6,,        68.3,,        19.9,      2800.2,,       804.7,,      2379.5,,      1378.2,,       626.7,,        26.7,      6753.5,,      1726.0,,      7126.7,,       315.3,,      2879.4,      4894.9,,      4223.7,,      2784.8,,      2382.0,,       348.2,,       106.2,,      1189.3,,      1702.6,,      8491.2,,      1216.7,,      1246.8,,      2897.6,,       21846
2004-03-01,      131140,      109552,,,       88514,        33.7,       15.56,,       21758,,       17.09,       87794,,       15.15,         584,       18.00,        6887,       19.18,       14287,       16.01,      5575.7,       17.51,     14994.6,       12.00,      4213.0,       16.31,       568.8,       25.33,        3134,       21.28,        8086,       17.46,       16264,       17.31,       17115,       15.91,       12425,        9.12,       21588,        2731,       244.0,       467.6,       790.2,        4973,      2241.4,       347.9,      1851.0,       13884,      7748.3,       236.6,       247.9,       655.3,      3983.0,      130363,      108371,       87394,       21342,       87029,       120.4,,       196.4,,       188.5,,      1547.7,,       817.7,,      4185.5,,       537.2,,       485.5,,       463.6,,      1475.8,,      1135.6,,      1317.5,,       444.9,,      1766.5,,       571.3,,       647.6,,      1470.3,,       241.2,,       185.1,,       285.7,,       496.4,,       662.7,,       109.8,       889.5,,       801.6,,       232.2,      3035.1,,      2068.0,,       444.5,,      1895.6,,      1199.3,,      2866.5,,      1140.2,,      2808.6,,       962.1,,       970.2,,      1339.1,,      1565.7,,       513.2,,       187.6,        53.7,      1313.0,,       406.7,,        38.2,        21.5,       537.6,,       553.8,,       552.0,,       567.3,,       374.0,,       923.2,,       356.5,,      1133.9,,       269.4,,        69.2,,        19.9,      2809.5,,       804.1,,      2379.8,,      1385.7,,       628.9,,        25.6,      6780.4,,      1734.9,,      7235.8,,       318.1,,      2904.1,      4919.7,,      4237.9,,      2799.1,,      2397.8,,       352.8,,       109.7,,      1231.8,,      1726.8,,      8656.0,,      1232.0,,      1264.2,,      2907.7,,       21992
2004-04-01,      131412,      109798,,,       88769,        33.7,       15.59,,       21802,,       17.11,       87996,,       15.18,         586,       17.95,        6901,       19.20,       14315,       16.06,      5596.7,       17.56,     15014.6,       12.01,      4206.8,       16.44,       568.3,       25.60,        3130,       21.24,        8097,       17.50,       16376,       17.33,       17153,       15.96,       12435,        9.10,       21614,        2753,       244.3,       469.8,       788.0,        4973,      2240.1,       348.6,      1849.2,       13888,      7753.8,       236.4,       248.5,       656.0,      3976.1,      131478,      109469,       88425,       21624,       87845,       122.1,,       202.4,,       189.3,,      1574.4,,       880.4,,      4323.4,,       542.4,,       499.5,,       464.1,,      1487.1,,      1142.3,,      1318.3,,       445.4,,      1767.1,,       576.8,,       651.7,,      1466.8,,       240.7,,       188.0,,       284.1,,       494.6,,       660.6,,       110.3,       889.4,,       804.7,,       233.3,      3049.0,,      2087.5,,       452.0,,      1907.0,,      1254.8,,      2864.6,,      1138.5,,      2828.2,,       959.3,,       970.6,,      1343.4,,      1567.0,,       515.1,,       189.6,        56.3,      1328.9,,       398.2,,        38.3,        24.1,       538.9,,       547.2,,       553.0,,       566.2,,       375.3,,       922.2,,       356.0,,      1128.6,,       270.5,,        70.3,,        20.0,      2817.8,,       803.5,,      2377.5,,      1399.1,,       632.3,,        25.1,      6794.2,,      1744.7,,      7503.9,,       324.8,,      2914.2,      4945.9,,      4242.1,,      2808.0,,      2418.4,,       370.7,,       115.9,,      1311.9,,      1748.3,,      8807.9,,      1232.7,,      1276.4,,      2908.0,,       22009
2004-05-01,      131697,      110083,,,       89054,        33.8,       15.63,,       21881,,       17.13,       88202,,       15.23,         591,       18.00,        6948,       19.22,       14342,       16.07,      5598.5,       17.60,     15029.6,       12.04,      4219.7,       16.42,       567.2,       25.50,        3135,       21.31,        8115,       17.61,       16449,       17.40,       17188,       16.01,       12481,        9.10,       21614,        2730,       244.7,       471.3,       783.8,        4971,      2233.8,       348.4,      1850.9,       13913,      7776.7,       236.4,       249.0,       657.0,      3976.3,      132381,      110393,       89342,       21940,       88453,       124.1,,       208.2,,       192.2,,      1622.9,,       929.5,,      4459.8,,       551.8,,       510.5,,       465.9,,      1495.1,,      1144.4,,      1324.8,,       444.1,,      1768.7,,       577.4,,       651.9,,      1478.9,,       240.3,,       189.5,,       284.6,,       494.5,,       666.2,,       112.0,       890.6,,       809.1,,       236.0,      3056.2,,      2099.5,,       453.8,,      1915.1,,      1288.0,,      2893.7,,      1131.3,,      2841.4,,       962.3,,       977.5,,      1360.4,,      1587.2,,       516.9,,       190.0,        57.9,      1341.7,,       412.2,,        38.5,        27.7,       539.5,,       553.4,,       549.0,,       567.3,,       394.0,,       922.1,,       357.7,,      1123.8,,       269.9,,        70.6,,        19.5,      2819.4,,       805.5,,      2375.1,,      1419.7,,       643.2,,        25.5,      6688.6,,      1754.5,,      7677.5,,       328.0,,      2812.0,      4964.3,,      4247.6,,      2812.9,,      2428.8,,       378.8,,       121.2,,      1423.9,,      1794.1,,      8973.0,,      1233.5,,      1294.9,,      2911.3,,       21988
2004-06-01,      131794,      110193,,,       89227,        33.6,       15.67,,       21887,,       17.15,       88306,,       15.27,         591,       18.18,        6962,       19.19,       14334,       16.11,      5602.3,       17.64,     15053.4,       12.10,      4234.3,       16.48,       565.8,       25.45,        3136,       21.35,        8116,       17.56,       16481,       17.47,       17202,       16.07,       12495,        9.10,       21601,        2730,       245.2,       473.6,       782.4,        4978,      2238.0,       347.9,      1849.8,       13893,      7760.7,       236.6,       249.3,       656.7,      3980.2,      132824,      111280,       90217,       22228,       89052,       125.6,,       211.4,,       194.6,,      1666.4,,       957.4,,      4569.8,,       560.2,,       519.4,,       470.2,,      1506.9,,      1152.9,,      1330.1,,       447.4,,      1774.7,,       580.3,,       656.8,,      1492.3,,       240.1,,       188.0,,       285.6,,       496.8,,       671.2,,       114.3,       894.9,,       810.6,,       240.9,      3076.0,,      2104.2,,       455.5,,      1924.3,,      1282.9,,      2910.7,,      1136.4,,      2872.4,,       969.3,,       980.7,,      1385.9,,      1589.8,,       518.9,,       192.0,        60.0,      1370.3,,       386.8,,        38.7,        33.5,       547.1,,       556.9,,       552.3,,       570.0,,       405.6,,       927.1,,       359.5,,      1121.9,,       270.1,,        71.4,,        19.6,      2839.2,,       815.0,,      2376.7,,      1442.7,,       659.4,,        26.0,      6770.5,,      1769.6,,      7761.5,,       335.3,,      2536.3,      4994.6,,      4262.2,,      2824.7,,      2408.9,,       384.0,,       127.9,,      1578.8,,      1882.5,,      9077.3,,      1236.0,,      1299.8,,      2951.5,,       21544
2004-07-01,      131854,      110248,,,       89342,        33.8,       15.69,,       21902,,       17.17,       88346,,       15.30,         594,       18.11,        6977,       19.20,       14331,       16.12,      5610.4,       17.66,     15037.3,       12.07,      4244.0,       16.46,       564.4,       25.61,        3124,       21.41,        8100,       17.61,       16520,       17.49,       17237,       16.12,       12495,        9.14,       21606,        2729,       245.8,       473.9,       780.9,        4982,      2238.8,       347.4,      1849.7,       13895,      7757.5,       236.6,       252.9,       656.7,      3986.0,      131664,      111231,       90291,       22268,       88963,       125.5,,       214.0,,       196.4,,      1686.7,,       969.3,,      4635.8,,       561.2,,       519.0,,       468.5,,      1503.9,,      1149.9,,      1334.1,,       447.2,,      1719.4,,       580.6,,       654.4,,      1519.1,,       236.7,,       185.0,,       274.0,,       497.6,,       665.5,,       114.6,       892.6,,       805.0,,       242.0,      3083.8,,      2101.5,,       456.6,,      1927.5,,      1265.0,,      2902.7,,      1132.5,,      2861.0,,       965.5,,       981.9,,      1400.6,,      1584.9,,       519.2,,       193.0,        60.9,      1374.2,,       329.1,,        39.2,        35.0,       550.8,,       556.6,,       559.9,,       569.1,,       407.6,,       925.9,,       358.3,,      1117.9,,       268.4,,        70.6,,        19.7,      2832.4,,       820.1,,      2367.5,,      1445.4,,       654.6,,        25.7,      6780.8,,      1780.8,,      7760.8,,       336.5,,      2451.1,      5001.0,,      4271.6,,      2827.7,,      2380.5,,       385.8,,       131.5,,      1625.6,,      1933.7,,      9051.5,,      1236.8,,      1285.8,,      2956.3,,       20433
2004-08-01,      131939,      110313,,,       89489,        33.7,       15.73,,       21943,,       17.22,       88370,,       15.33,         595,       18.05,        7003,       19.22,       14345,       16.20,      5618.5,       17.64,     15038.1,       12.08,      4250.3,       16.50,       561.5,       25.58,        3108,       21.47,        8106,       17.62,       16519,       17.59,       17274,       16.15,       12485,        9.15,       21626,        2729,       246.1,       474.7,       779.6,        4985,      2237.3,       346.7,      1852.9,       13912,      7766.9,       236.6,       251.2,       656.6,      3991.0,      131684,      111231,       90363,       22349,       88882,       125.5,,       212.8,,       199.0,,      1683.4,,       977.4,,      4650.1,,       563.6,,       519.3,,       468.8,,      1508.3,,      1152.2,,      1332.2,,       445.5,,      1777.6,,       577.7,,       650.8,,      1527.0,,       236.4,,       183.1,,       277.7,,       497.8,,       663.5,,       114.5,       887.6,,       806.4,,       240.4,      3083.8,,      2099.4,,       457.5,,      1920.4,,      1254.2,,      2894.0,,      1137.1,,      2866.7,,       964.9,,       979.7,,      1413.8,,      1593.9,,       517.7,,       192.1,        58.6,      1380.7,,       328.5,,        38.6,        36.1,       552.4,,       552.9,,       562.1,,       564.6,,       390.2,,       924.4,,       358.7,,      1110.3,,       264.3,,        71.1,,        19.7,      2828.1,,       819.4,,      2365.0,,      1446.9,,       652.7,,        26.0,      6782.0,,      1773.2,,      7818.7,,       337.1,,      2415.2,      5011.8,,      4271.0,,      2828.4,,      2383.9,,       384.4,,       130.3,,      1587.9,,      1925.4,,      9055.0,,      1231.0,,      1282.2,,      2937.3,,       20453
2004-09-01,      132089,      110454,,,       89660,        33.7,       15.78,,       21958,,       17.30,       88496,,       15.37,         597,       18.06,        7029,       19.24,       14332,       16.30,      5631.7,       17.70,     15062.7,       12.15,      4262.6,       16.42,       560.7,       25.77,        3096,       21.57,        8118,       17.68,       16542,       17.62,       17267,       16.19,       12550,        9.18,       21635,        2729,       246.5,       475.5,       778.0,        4985,      2234.6,       347.6,      1852.0,       13921,      7774.3,       236.9,       250.4,       657.5,      3988.3,      132398,      110901,       90052,       22242,       88659,       124.5,,       210.6,,       201.1,,      1679.9,,       972.0,,      4597.0,,       558.5,,       520.0,,       468.6,,      1506.7,,      1149.2,,      1325.0,,       445.1,,      1775.1,,       573.2,,       648.6,,      1520.5,,       235.9,,       180.4,,       277.8,,       495.0,,       659.8,,       113.3,       883.7,,       806.9,,       241.3,      3072.5,,      2103.4,,       461.4,,      1914.9,,      1238.0,,      2880.1,,      1139.5,,      2865.1,,       964.7,,       973.1,,      1386.3,,      1603.7,,       514.9,,       193.6,        57.2,      1382.9,,       403.9,,        38.3,        33.4,       550.0,,       553.6,,       568.6,,       560.6,,       373.1,,       921.8,,       358.3,,      1095.2,,       264.0,,        70.0,,        19.6,      2813.4,,       817.1,,      2360.3,,      1437.7,,       648.4,,        25.5,      6763.0,,      1763.0,,      7820.0,,       335.0,,      2695.9,      4999.1,,      4259.0,,      2827.6,,      2418.4,,       380.9,,       120.2,,      1431.9,,      1820.1,,      8975.5,,      1228.8,,      1269.1,,      2887.1,,       21497
2004-10-01,      132429,      110773,,,       89964,        33.8,       15.81,,       22004,,       17.31,       88769,,       15.41,         595,       18.09,        7077,       19.29,       14332,       16.27,      5635.2,       17.74,     15090.7,       12.16,      4271.9,       16.53,       558.5,       25.90,        3099,       21.57,        8113,       17.73,       16661,       17.68,       17361,       16.22,       12582,        9.24,       21656,        2724,       246.4,       475.8,       776.9,        4993,      2238.1,       349.8,      1853.2,       13939,      7782.8,       236.9,       250.1,       657.2,      3990.6,      133380,      111357,       90487,       22250,       89107,       123.4,,       208.6,,       201.7,,      1694.3,,       976.3,,      4615.1,,       562.4,,       517.5,,       467.3,,      1513.1,,      1147.8,,      1322.3,,       441.5,,      1775.7,,       572.3,,       650.9,,      1515.7,,       233.3,,       180.5,,       271.3,,       493.5,,       658.3,,       112.6,       881.3,,       805.7,,       237.2,      3079.1,,      2105.2,,       458.8,,      1912.0,,      1241.2,,      2892.5,,      1170.1,,      2940.8,,       969.0,,       969.1,,      1406.5,,      1623.1,,       514.3,,       193.6,        56.3,      1377.8,,       409.9,,        38.1,        27.0,       552.6,,       556.5,,       583.7,,       557.5,,       382.1,,       920.6,,       359.4,,      1091.4,,       264.7,,        69.6,,        19.3,      2814.8,,       819.9,,      2355.1,,      1430.9,,       640.1,,        25.1,      6833.9,,      1765.6,,      7906.7,,       334.4,,      2950.3,      5039.8,,      4264.0,,      2834.7,,      2447.0,,       372.5,,       120.6,,      1326.3,,      1770.7,,      8929.1,,      1229.9,,      1265.0,,      2887.8,,       22023
2004-11-01,      132503,      110811,,,       90000,        33.7,       15.84,,       21996,,       17.34,       88815,,       15.44,         599,       18.24,        7091,       19.29,       14306,       16.31,      5637.2,       17.76,     15111.8,       12.23,      4270.3,       16.49,       555.7,       25.88,        3088,       21.64,        8116,       17.66,       16643,       17.70,       17387,       16.24,       12606,        9.26,       21692,        2727,       246.9,       477.6,       775.2,        4998,      2239.2,       348.1,      1855.3,       13967,      7797.5,       237.4,       250.9,       657.2,      4006.7,      133631,      111458,       90607,       22139,       89319,       124.2,,       208.4,,       201.7,,      1682.0,,       945.3,,      4577.9,,       558.7,,       513.9,,       466.7,,      1511.2,,      1152.3,,      1318.6,,       443.1,,      1779.6,,       573.3,,       652.4,,      1496.8,,       231.2,,       179.7,,       267.3,,       492.4,,       657.1,,       111.4,       880.9,,       806.0,,       237.9,      3079.1,,      2108.4,,       462.5,,      1910.9,,      1240.7,,      2912.8,,      1211.6,,      3137.1,,       979.8,,       967.3,,      1476.1,,      1659.2,,       513.0,,       193.5,        54.6,      1369.5,,       409.6,,        37.9,        24.6,       553.5,,       566.2,,       586.9,,       554.7,,       382.9,,       924.5,,       359.8,,      1090.5,,       266.6,,        69.4,,        19.0,      2823.2,,       821.0,,      2349.6,,      1432.1,,       634.6,,        25.5,      6846.7,,      1779.3,,      7808.3,,       332.8,,      2979.6,      5060.0,,      4274.6,,      2840.4,,      2458.6,,       357.7,,       116.7,,      1242.4,,      1742.6,,      8888.6,,      1227.1,,      1268.8,,      2886.5,,       22173
2004-12-01,      132630,      110937,,,       90155,        33.8,       15.86,,       22004,,       17.36,       88933,,       15.47,         602,       18.35,        7117,       19.25,       14285,       16.34,      5651.3,       17.78,     15104.1,       12.21,      4288.1,       16.53,       554.7,       25.96,        3077,       21.67,        8134,       17.74,       16659,       17.75,       17435,       16.32,       12630,        9.26,       21693,        2728,       248.6,       478.6,       776.4,        4995,      2234.5,       347.1,      1855.3,       13970,      7803.2,       237.5,       251.4,       658.0,      3994.1,      133398,      111348,       90541,       21918,       89430,       124.7,,       204.3,,       204.0,,      1664.5,,       883.3,,      4464.3,,       555.8,,       505.3,,       469.8,,      1512.9,,      1155.7,,      1317.9,,       442.7,,      1786.5,,       573.6,,       652.8,,      1488.7,,       228.5,,       178.4,,       263.6,,       490.8,,       657.9,,       109.1,       880.1,,       802.0,,       233.4,      3089.2,,      2104.4,,       464.0,,      1903.6,,      1231.3,,      2915.7,,      1229.3,,      3214.9,,       987.2,,       964.5,,      1533.3,,      1696.4,,       511.8,,       193.1,        55.4,      1370.0,,       413.5,,        37.5,        23.2,       560.0,,       572.6,,       585.0,,       552.8,,       380.6,,       921.9,,       361.9,,      1091.6,,       265.2,,        69.5,,        18.9,      2834.0,,       826.2,,      2348.5,,      1432.4,,       641.5,,        25.7,      6911.0,,      1784.5,,      7663.3,,       331.6,,      2941.3,      5072.7,,      4273.9,,      2841.8,,      2466.3,,       354.7,,       113.3,,      1233.5,,      1740.7,,      8894.1,,      1225.3,,      1273.0,,      2883.1,,       22050
2005-01-01,      132781,      111046,,,       90233,        33.7,       15.90,,       21959,,       17.36,       89087,,       15.51,         607,       18.39,        7095,       19.22,       14257,       16.38,      5645.5,       17.87,     15124.4,       12.29,      4297.2,       16.53,       557.5,       26.15,        3071,       21.66,        8143,       17.74,       16714,       17.83,       17471,       16.34,       12665,        9.28,       21735,        2727,       249.1,       479.7,       776.6,        5019,      2255.3,       347.7,      1855.3,       13989,      7821.9,       237.8,       251.6,       658.6,      3995.3,      130694,      109067,       88425,       21414,       87653,       123.0,,       199.1,,       203.3,,      1615.2,,       809.9,,      4256.5,,       547.8,,       486.6,,       467.0,,      1505.9,,      1151.6,,      1315.0,,       440.3,,      1755.7,,       568.9,,       644.4,,      1459.8,,       224.0,,       176.7,,       257.0,,       488.7,,       647.9,,       108.3,       872.9,,       795.5,,       227.4,      3068.3,,      2070.2,,       460.7,,      1888.8,,      1197.8,,      2868.3,,      1175.5,,      2950.0,,       970.1,,       959.0,,      1416.7,,      1593.5,,       505.2,,       191.0,        55.5,      1348.5,,       407.9,,        38.1,        19.6,       553.7,,       567.0,,       577.2,,       555.5,,       359.8,,       913.4,,       359.8,,      1085.3,,       263.6,,        69.7,,        18.7,      2834.4,,       826.4,,      2338.1,,      1411.0,,       634.9,,        25.5,      6942.2,,      1768.9,,      7288.6,,       327.0,,      2746.7,      5048.8,,      4270.7,,      2827.3,,      2459.4,,       331.2,,       108.3,,      1201.0,,      1719.2,,      8704.2,,      1221.8,,      1257.9,,      2850.5,,       21627
