date,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.NZ,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.HK,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SL,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VES
2017-01-30,0.7556,1.0681,0.7281,1.2478,3.1152,1.3092,6.8768,6.9629,7.7575,67.8,113.86,1171.27,4.43,20.753,8.3181,8.8396,13.535,1.422,150.2,0.9976,31.38,35.21,9.975
2017-01-31,0.7582,1.0794,0.7329,1.2585,3.1477,1.303,6.8768,6.8894,7.7579,67.48,112.72,1151.45,4.428,20.8355,8.2444,8.7525,13.5075,1.4095,150.1,0.9888,31.19,35.09,9.975
2017-02-01,0.7564,1.0758,0.7251,1.2643,3.153,1.3088,6.8768,6.914,7.7593,67.4,113.29,1154.45,4.428,20.8155,8.2492,8.7643,13.425,1.4151,150.5,0.993,31.17,35.12,9.975
2017-02-02,0.7673,1.0802,0.7306,1.2541,3.1245,1.3018,6.8768,6.885,7.7594,67.2,112.48,1139.9,4.422,20.626,8.2157,8.7176,13.3675,1.4086,150.2,0.9894,31.0,35.05,9.975
2017-02-03,0.7686,1.0792,0.7322,1.2504,3.1157,1.3003,6.865,6.8919,7.7582,67.18,112.42,1134.65,4.426,20.3565,8.2061,8.7681,13.23,1.407,150.2,0.991,30.79,35.01,9.975
2017-02-06,0.7641,1.0731,0.7304,1.245,3.1181,1.3116,6.86,6.9299,7.7579,67.2,112.32,1134.87,4.427,20.517,8.2552,8.8343,13.4,1.4113,150.53,0.9934,30.89,35.01,9.975
2017-02-07,0.7636,1.069,0.7316,1.2486,3.1235,1.3166,6.8821,6.9536,7.7586,67.35,112.14,1142.89,4.434,20.6415,8.3121,8.8625,13.4175,1.4163,150.5,0.997,31.06,35.02,9.975
2017-02-08,0.7648,1.0708,0.7322,1.2543,3.119,1.3156,6.87,6.9432,7.7588,67.04,111.74,1143.25,4.437,20.499,8.3037,8.8331,13.3875,1.4149,150.5,0.9934,31.03,34.99,9.975
2017-02-09,0.7623,1.0658,0.7182,1.2516,3.1291,1.3139,6.866,6.9757,7.7575,66.71,113.24,1149.88,4.437,20.4155,8.338,8.9006,13.3925,1.4195,150.5,1.0013,31.06,35.06,9.975
2017-02-10,0.7686,1.065,0.7207,1.2502,3.1092,1.3073,6.8775,6.9809,7.7588,66.8,113.22,1146.78,4.442,20.3135,8.3656,8.9,13.38,1.4194,150.35,1.0028,30.94,35.06,9.975
2017-02-13,0.7644,1.0603,0.7175,1.251,3.1106,1.3072,6.8776,7.014,7.7592,66.99,113.79,1150.16,4.447,20.325,8.3858,8.9362,13.3125,1.4235,150.45,1.0054,30.96,35.09,9.975
2017-02-14,0.7638,1.0577,0.7154,1.2465,3.1074,1.3092,6.8649,7.0301,7.7595,66.88,114.34,1139.33,4.448,20.345,8.4049,8.94,13.1625,1.4204,150.43,1.0072,30.78,35.05,9.975
2017-02-15,0.7698,1.0597,0.7202,1.2465,3.0557,1.3082,6.8685,7.0159,7.7604,66.85,114.17,1136.46,4.447,20.29,8.3425,8.9191,12.9625,1.4202,150.58,1.0062,30.73,35.01,9.975
2017-02-16,0.7694,1.066,0.7227,1.2477,3.0744,1.3056,6.8517,6.9731,7.7598,67.12,113.36,1140.57,4.451,20.3405,8.2965,8.8612,13.05,1.4186,150.6,0.9992,30.75,34.98,9.975
2017-02-17,0.7657,1.0614,0.7182,1.2428,3.1038,1.3114,6.864,7.0025,7.761,67.09,112.86,1150.73,4.451,20.4615,8.3382,8.9175,13.0975,1.4197,151.13,1.0022,30.9,34.98,9.975
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,
2017-02-21,0.7672,1.0551,0.7156,1.2465,3.0932,1.3149,6.881,7.0447,7.7605,67.0,113.48,1143.63,4.4555,20.423,8.3553,8.9677,13.12,1.4204,151.25,1.0083,30.8,35.03,9.975
2017-02-22,0.7683,1.0555,0.7161,1.2456,3.0778,1.3188,6.8765,7.0414,7.7599,66.95,113.46,1142.15,4.451,19.9155,8.3638,8.982,13.065,1.4157,152.0,1.0109,30.77,35.0,9.975
2017-02-23,0.7716,1.0586,0.7235,1.2548,3.0645,1.3109,6.8622,7.0212,7.7595,66.68,112.68,1129.84,4.447,19.735,8.3317,8.986,12.8975,1.4058,152.0,1.0062,30.61,34.96,9.975
2017-02-24,0.7681,1.058,0.7201,1.2499,3.1123,1.3106,6.8645,7.0263,7.7609,66.68,112.26,1130.41,4.437,19.869,8.3375,8.9994,12.9275,1.4039,151.85,1.0055,30.64,34.85,9.975
2017-02-27,0.7693,1.0624,0.7224,1.2473,3.1085,1.31,6.8675,6.996,7.7611,66.69,112.01,1130.14,4.437,19.829,8.34,9.0134,12.925,1.4004,151.75,1.0051,30.72,34.82,9.975
2017-02-28,0.7686,1.0618,0.7229,1.2427,3.1085,1.3247,6.8665,7.0005,7.7627,66.67,112.06,1129.17,4.438,19.9975,8.3667,9.0098,13.1,1.399,151.25,1.0022,30.64,34.89,9.975
2017-03-01,0.7664,1.0564,0.7131,1.2318,3.1028,1.3345,6.8794,7.0363,7.7632,66.83,113.66,1140.75,4.4455,19.8785,8.3996,9.0293,13.0325,1.4088,151.25,1.0072,30.76,34.96,9.975
2017-03-02,0.7578,1.0514,0.7071,1.2267,3.1264,1.3384,6.8868,7.0695,7.7623,66.75,114.45,1146.9,4.447,19.9265,8.4667,9.0664,13.1,1.4114,151.1,1.012,30.88,35.03,9.975
2017-03-03,0.7559,1.0552,0.7012,1.2249,3.1385,1.3419,6.8954,7.0442,7.7635,66.76,114.6,1156.77,4.452,19.5775,8.4754,9.0372,13.09,1.4155,151.1,1.0118,31.03,35.07,9.975
2017-03-06,0.7583,1.0586,0.6999,1.2243,3.1218,1.341,6.8955,7.0217,7.7634,66.64,113.92,1154.36,4.446,19.536,8.4835,9.0115,13.0,1.4119,151.0,1.0114,30.95,35.06,9.975
2017-03-07,0.7603,1.0582,0.6983,1.2209,3.1222,1.3413,6.9,7.0242,7.7643,66.62,113.99,1149.87,4.445,19.505,8.4489,8.9966,12.955,1.4106,151.2,1.013,30.92,35.09,9.975
2017-03-08,0.7544,1.0547,0.6926,1.2152,3.1527,1.3479,6.9113,7.0478,7.7675,66.76,114.58,1154.69,4.452,19.6045,8.5094,9.0444,13.0975,1.4175,151.0,1.0146,30.93,35.31,9.975
2017-03-09,0.7517,1.0586,0.6907,1.2166,3.1684,1.3504,6.9086,7.0229,7.7648,66.64,114.71,1158.12,4.459,19.7885,8.5684,9.0305,13.29,1.4192,151.25,1.0131,31.01,35.37,9.975
2017-03-10,0.7531,1.0667,0.6919,1.2158,3.1552,1.3468,6.905,6.9682,7.765,66.6,115.02,1150.37,4.449,19.654,8.6034,9.0139,13.215,1.4136,151.25,1.0104,30.99,35.35,9.975
2017-03-13,0.7581,1.067,0.6927,1.2234,3.1524,1.3453,6.905,6.9672,7.7638,66.15,114.61,1150.37,4.445,19.559,8.5456,8.9466,13.1125,1.413,151.45,1.0068,30.99,35.35,9.975
2017-03-14,0.7575,1.0645,0.6933,1.2168,3.159,1.3462,6.913,6.9827,7.768,65.76,114.63,1148.54,4.448,19.626,8.5977,8.9471,13.14,1.414,151.4,1.0078,30.94,35.29,9.975
2017-03-15,0.7593,1.063,0.6956,1.2222,3.1576,1.3451,6.9132,6.9926,7.7689,65.62,114.66,1144.16,4.446,19.449,8.5983,8.9571,13.0275,1.4121,151.6,1.008,30.83,35.25,9.975
2017-03-16,0.7673,1.0738,0.6979,1.237,3.1194,1.3316,6.913,6.9236,7.7611,65.4,113.02,1148.54,4.448,19.1725,8.517,8.8241,12.7375,1.4012,151.4,0.9953,30.94,35.29,9.975
2017-03-17,0.769,1.0742,0.7008,1.2372,3.106,1.3366,6.9,6.9207,7.7614,65.38,112.67,1128.67,4.434,19.132,8.4633,8.8167,12.7425,1.402,151.75,0.9978,30.52,34.86,9.975
2017-03-20,0.7733,1.0754,0.705,1.2365,3.0812,1.3357,6.905,6.9136,7.7651,65.3,112.59,1112.29,4.425,19.0205,8.4648,8.8247,12.63,1.3957,151.98,0.9966,30.38,34.61,9.975
2017-03-21,0.7717,1.081,0.7063,1.2479,3.084,1.3321,6.883,6.8788,7.7657,65.31,111.9,1118.23,4.423,19.0915,8.4609,8.789,12.615,1.3982,151.5,0.9936,30.43,34.66,9.975
2017-03-22,0.7674,1.08,0.7056,1.2476,3.0863,1.3347,6.8785,6.8864,7.7664,65.45,111.06,1117.91,4.425,19.0645,8.4659,8.7984,12.56,1.3983,151.71,0.99,30.45,34.6,9.975
2017-03-23,0.7644,1.0787,0.7043,1.2526,3.1348,1.3332,6.8843,6.8935,7.7668,65.41,111.12,1117.91,4.427,18.992,8.4811,8.8139,12.495,1.3989,151.71,0.9924,30.46,34.58,9.975
2017-03-24,0.7619,1.0806,0.703,1.2491,3.1144,1.3373,6.8803,6.882,7.7669,65.4,111.03,1116.69,4.423,18.852,8.4926,8.8111,12.43,1.3991,151.4,0.991,30.32,34.55,9.975
2017-03-27,0.7623,1.0882,0.7055,1.2583,3.1197,1.3367,6.8687,6.8369,7.7672,65.05,110.48,1108.3,4.409,18.8205,8.4662,8.7701,12.7425,1.3926,151.7,0.983,30.14,34.35,9.975
2017-03-28,0.7651,1.0852,0.7037,1.2503,3.1298,1.3363,6.8779,6.8569,7.7668,65.02,110.56,1111.51,4.414,18.865,8.4915,8.7864,12.9,1.3932,151.8,0.985,30.17,34.36,9.975
2017-03-29,0.766,1.0756,0.7025,1.2411,3.1175,1.3372,6.8879,6.9176,7.7688,64.87,111.05,1112.28,4.417,18.83,8.5214,8.8801,13.025,1.3955,152.05,0.9966,30.21,34.42,9.975
2017-03-30,0.7666,1.0726,0.7023,1.2489,3.1203,1.3278,6.887,6.9334,7.7702,64.85,111.36,1114.11,4.419,18.665,8.5484,8.9092,12.8075,1.3942,151.98,0.9969,30.29,34.4,9.975
2017-03-31,0.7638,1.0698,0.7001,1.2537,3.1628,1.3321,6.8832,6.9523,7.7714,64.85,111.41,1117.48,4.424,18.829,8.5756,8.9349,13.4225,1.3967,152.03,0.9998,30.38,34.32,9.975
2017-04-03,0.7601,1.0655,0.6997,1.2479,3.1183,1.3388,6.8832,6.98,7.7708,65.03,110.96,1117.65,4.426,18.7325,8.5918,8.9639,13.705,1.3975,151.75,1.0029,30.33,34.35,9.975
2017-04-04,0.7567,1.0664,0.6977,1.2437,3.1147,1.3413,6.8832,6.9738,7.7707,65.1,110.74,1122.61,4.43,18.818,8.5918,9.0014,13.5375,1.3985,151.7,1.0022,30.47,34.45,9.975
2017-04-05,0.7575,1.0661,0.6955,1.2488,3.0932,1.341,6.892,6.9749,7.7687,64.87,111.2,1126.58,4.4295,18.7235,8.5984,8.978,13.7525,1.4009,151.55,1.005,30.4,34.55,9.975
2017-04-06,0.7549,1.0651,0.6973,1.2486,3.1087,1.3409,6.8955,6.9817,7.769,64.58,111.02,1131.21,4.435,18.745,8.6163,9.0076,13.77,1.4023,151.7,1.0046,30.51,34.64,9.975
2017-04-07,0.7516,1.0616,0.6957,1.2398,3.1258,1.3396,6.8978,7.0046,7.7691,64.26,110.76,1133.89,4.4335,18.648,8.6268,9.0503,13.77,1.4021,151.6,1.0066,30.56,34.57,9.975
2017-04-10,0.75,1.0606,0.6965,1.2418,3.1443,1.3347,6.8988,7.0116,7.7697,64.55,110.95,1141.24,4.433,18.691,8.6175,9.0635,13.9025,1.4045,151.37,1.0077,30.57,34.61,9.975
2017-04-11,0.7497,1.0614,0.6956,1.2484,3.1456,1.3333,6.8893,7.0046,7.7707,64.55,109.74,1147.77,4.431,18.7485,8.5961,9.045,13.8275,1.4029,152.23,1.0072,30.63,34.55,9.975
2017-04-12,0.7485,1.0611,0.6925,1.25,3.1519,1.3302,6.889,7.0081,7.7708,64.68,109.54,1138.83,4.425,18.7665,8.5817,9.0165,13.6225,1.3999,152.13,1.0054,30.55,34.45,9.975
2017-04-13,0.7585,1.063,0.7011,1.2522,3.1309,1.3266,6.8865,6.9975,7.7737,64.42,109.23,1133.32,4.41,18.535,8.5506,9.0255,13.4225,1.3975,151.98,1.0047,30.32,34.31,9.975
2017-04-14,0.7575,1.0625,0.7009,1.2531,3.1445,1.3316,6.8835,7.0021,7.7726,64.42,108.63,1136.67,4.405,18.5293,8.5741,9.0289,13.415,1.3969,151.83,1.0038,30.31,34.34,9.975
2017-04-17,0.7604,1.066,0.7028,1.2587,3.1036,1.3277,6.88,6.978,7.7722,64.53,108.46,1134.25,4.403,18.548,8.5355,8.9864,13.295,1.3954,151.8,1.0022,30.32,34.25,9.975
2017-04-18,0.7553,1.0706,0.7034,1.2769,3.0997,1.3381,6.8778,6.9471,7.7743,64.56,108.4,1143.89,4.409,18.478,8.5192,8.9737,13.285,1.3967,151.8,0.9978,30.39,34.34,9.975
2017-04-19,0.75,1.0707,0.7002,1.2789,3.1399,1.3467,6.886,6.9475,7.7741,64.62,109.06,1142.37,4.3985,18.868,8.5757,8.982,13.3025,1.3987,152.0,0.9986,30.4,34.39,9.975
2017-04-20,0.754,1.0758,0.7017,1.283,3.1466,1.3479,6.88,6.9136,7.7746,64.61,109.34,1136.29,4.396,18.848,8.5861,8.9546,13.1875,1.3965,151.95,0.996,30.37,34.37,9.975
2017-04-21,0.7539,1.0694,0.702,1.2783,3.1475,1.3502,6.8845,6.9533,7.7757,64.65,109.08,1134.22,4.398,18.8425,8.6779,9.0155,13.1575,1.3968,152.0,0.9987,30.34,34.37,9.975
2017-04-24,0.7558,1.0846,0.7019,1.2783,3.1254,1.3517,6.884,6.8489,7.7795,64.48,109.74,1132.19,4.398,18.69,8.5628,8.8732,12.985,1.3933,152.0,0.9964,30.23,34.37,9.975
2017-04-25,0.7538,1.0941,0.6949,1.2836,3.1669,1.3614,6.8824,6.8004,7.7796,64.32,110.88,1126.54,4.369,18.9305,8.5518,8.7675,13.0875,1.3927,151.75,0.9925,30.06,34.4,9.975
2017-04-26,0.7462,1.0872,0.688,1.2838,3.1961,1.3591,6.8918,6.843,7.7806,64.08,111.52,1133.17,4.346,19.149,8.5902,8.7855,13.2825,1.3977,151.9,0.9957,30.1,34.48,9.975
2017-04-27,0.7452,1.0864,0.6854,1.2889,3.1867,1.3664,6.8958,6.8471,7.7801,64.14,111.13,1133.83,4.345,19.119,8.5935,8.8499,13.3725,1.3975,152.1,0.9948,30.12,34.62,9.975
2017-04-28,0.7475,1.0895,0.686,1.2938,3.1896,1.3669,6.89,6.8271,7.7779,64.27,111.44,1136.99,4.339,18.934,8.5726,8.8635,13.335,1.397,152.1,0.9944,30.19,34.58,9.975
2017-05-01,0.7534,1.0912,0.6914,1.2917,3.176,1.3653,6.89,6.8157,7.7775,64.25,111.78,1134.87,4.339,18.761,8.5838,8.8281,13.375,1.3958,151.95,0.9955,30.16,34.58,9.975
2017-05-02,0.7523,1.091,0.6923,1.2921,3.1685,1.3742,6.8949,6.8158,7.781,64.16,112.06,1129.16,4.326,18.78,8.5941,8.8291,13.285,1.3951,151.95,0.9913,30.02,34.47,9.975
2017-05-03,0.7451,1.092,0.6912,1.2916,3.1443,1.3705,6.8968,6.8106,7.781,64.17,112.34,1131.25,4.317,18.795,8.6191,8.8148,13.3525,1.3951,151.86,0.9913,30.05,34.51,9.975
2017-05-04,0.7403,1.0967,0.6854,1.291,3.1823,1.3745,6.8959,6.781,7.7815,64.22,112.7,1134.2,4.326,19.0145,8.6774,8.816,13.615,1.4008,152.25,0.989,30.12,34.63,9.975
2017-05-05,0.7414,1.0996,0.6915,1.295,3.1703,1.3699,6.9021,6.7622,7.7839,64.31,112.63,1136.49,4.335,19.004,8.6022,8.7941,13.4775,1.4041,152.25,0.9876,30.18,34.67,9.975
2017-05-08,0.7386,1.0928,0.691,1.2942,3.2003,1.3712,6.904,6.8086,7.784,64.32,112.84,1132.91,4.335,19.1055,8.6445,8.8372,13.6,1.4049,152.15,0.9979,30.13,34.62,9.975
2017-05-09,0.7352,1.0875,0.6899,1.2939,3.1818,1.3715,6.906,6.8429,7.7831,64.66,114.19,1134.84,4.345,19.1225,8.6802,8.8876,13.59,1.4112,152.2,1.0074,30.24,34.77,9.975
2017-05-10,0.7383,1.0873,0.6946,1.2939,3.1531,1.3652,6.9011,6.8416,7.7864,64.53,114.02,1132.13,4.345,18.9705,8.608,8.913,13.45,1.4099,152.05,1.0088,30.2,34.73,9.975
2017-05-11,0.7374,1.0869,0.6849,1.2885,3.1494,1.3693,6.9033,6.8457,7.7896,64.43,113.77,1127.51,4.346,18.8825,8.5924,8.8799,13.33,1.4084,152.01,1.0061,30.18,34.72,9.975
2017-05-12,0.7397,1.0926,0.686,1.288,3.1207,1.3717,6.8972,6.8093,7.7933,64.24,113.3,1121.68,4.344,18.764,8.5713,8.8439,13.375,1.4044,152.4,1.0008,30.15,34.65,9.975
2017-05-15,0.7425,1.0979,0.6886,1.2917,3.1049,1.3648,6.89,6.776,7.7884,64.04,113.54,1115.01,4.325,18.66,8.5416,8.819,13.16,1.398,152.4,0.9964,30.04,34.53,9.975
2017-05-16,0.7429,1.1072,0.6881,1.2912,3.0903,1.359,6.884,6.7187,7.7873,64.03,113.24,1115.0,4.32,18.6195,8.4664,8.7982,13.0925,1.3958,152.6,0.9878,30.09,34.47,9.975
2017-05-17,0.7426,1.1134,0.6926,1.2944,3.1015,1.3594,6.8773,6.6814,7.7867,64.11,111.46,1118.67,4.321,18.628,8.3977,8.7533,13.1675,1.3914,152.55,0.9808,30.1,34.47,9.975
2017-05-18,0.7432,1.113,0.6916,1.3009,3.3823,1.3604,6.888,6.6849,7.7825,64.87,110.82,1129.17,4.326,18.9265,8.4431,8.7755,13.41,1.3918,152.6,0.9763,30.3,34.5,9.975
2017-05-19,0.7449,1.119,0.6913,1.3018,3.2745,1.3537,6.883,6.6513,7.7835,64.56,111.47,1116.71,4.32,18.678,8.3866,8.7398,13.2225,1.3867,152.4,0.9754,30.02,34.33,9.975
2017-05-22,0.7476,1.1236,0.699,1.3006,3.2952,1.3503,6.8828,6.6259,7.785,64.53,111.15,1114.71,4.303,18.6695,8.3464,8.6994,13.2175,1.3864,152.7,0.9736,30.01,34.32,9.975
2017-05-23,0.7485,1.1198,0.7014,1.2984,3.2729,1.3492,6.888,6.6461,7.7876,64.85,111.64,1125.02,4.292,18.638,8.3694,8.7069,13.105,1.3898,152.65,0.974,30.16,34.42,9.975
2017-05-24,0.7463,1.1175,0.7012,1.2935,3.2747,1.3454,6.8883,6.6588,7.7888,64.74,112.02,1122.83,4.291,18.5665,8.3928,8.7107,12.9525,1.3895,152.6,0.9769,30.15,34.38,9.975
2017-05-25,0.7466,1.1218,0.7043,1.2954,3.288,1.3457,6.8672,6.6332,7.7916,64.55,111.7,1119.71,4.277,18.466,8.3531,8.6731,12.875,1.3844,152.78,0.972,30.08,34.11,9.975
2017-05-26,0.744,1.117,0.7055,1.2795,3.2575,1.3454,6.8525,6.6623,7.7923,64.5,111.3,1118.67,4.267,18.499,8.3935,8.6926,12.87,1.3816,152.75,0.9753,30.18,34.04,9.975
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,
2017-05-30,0.7465,1.1183,0.7095,1.2858,3.2651,1.3462,6.8525,6.6514,7.7929,64.66,110.68,1122.87,4.281,18.659,8.4304,8.7256,13.1125,1.384,152.75,0.9744,30.15,34.11,9.975
2017-05-31,0.7437,1.1236,0.71,1.2905,3.2405,1.3498,6.8098,6.6206,7.7929,64.5,110.71,1119.58,4.279,18.655,8.4361,8.6788,13.1725,1.3833,152.75,0.9684,30.11,34.03,9.975
2017-06-01,0.7387,1.1214,0.7064,1.2894,3.2398,1.3484,6.8029,6.633,7.7915,64.39,111.24,1120.85,4.286,18.5775,8.4392,8.6915,12.9775,1.3859,152.7,0.9712,30.09,34.16,9.975
2017-06-02,0.7441,1.127,0.7141,1.2885,3.2391,1.35,6.8085,6.6006,7.7908,64.41,110.49,1117.49,4.279,18.67,8.4237,8.6323,12.8,1.3813,151.85,0.9642,30.09,34.11,9.975
2017-06-05,0.7479,1.125,0.7141,1.2917,3.2896,1.3484,6.803,6.6133,7.7919,64.34,110.49,1118.44,4.262,18.3895,8.4585,8.6621,12.685,1.3818,152.6,0.9657,30.07,34.05,9.975
2017-06-06,0.7514,1.1266,0.7201,1.2901,3.2813,1.3451,6.7945,6.602,7.7936,64.42,109.34,1118.53,4.265,18.2825,8.4671,8.6733,12.8325,1.3792,152.5,0.9628,30.09,33.96,9.975
2017-06-07,0.755,1.1236,0.7196,1.2941,3.279,1.3514,6.7935,6.6188,7.7936,64.39,109.54,1124.16,4.2616,18.2305,8.4912,8.6945,12.8275,1.3816,152.7,0.9657,30.09,34.02,9.975
2017-06-08,0.7543,1.1217,0.7219,1.2939,3.2822,1.3494,6.799,6.63,7.7967,64.24,110.1,1122.73,4.267,18.1775,8.485,8.7159,12.8975,1.3813,151.91,0.9675,30.11,34.06,9.975
2017-06-09,0.7532,1.119,0.7207,1.2737,3.2793,1.3434,6.797,6.6462,7.7972,64.24,110.61,1123.51,4.2635,18.1855,8.4968,8.7178,12.8525,1.3837,152.73,0.97,30.12,34.05,9.975
2017-06-12,0.7539,1.1204,0.7206,1.2658,3.3097,1.3447,6.7974,6.637,7.8,64.48,109.72,1130.55,4.2635,18.1725,8.4655,8.7412,12.83,1.3842,152.02,0.9688,30.22,34.06,9.975
2017-06-13,0.754,1.1194,0.7221,1.2739,3.3125,1.3226,6.7981,6.6431,7.7979,64.33,110.12,1127.79,4.261,18.078,8.435,8.7035,12.8,1.3818,152.75,0.9692,30.23,33.92,9.975
2017-06-14,0.7619,1.1277,0.7303,1.2808,3.2762,1.3201,6.7888,6.5943,7.7981,64.23,109.16,1116.45,4.256,17.93,8.3662,8.6421,12.5925,1.3718,152.7,0.9662,30.08,33.83,9.975
2017-06-15,0.7582,1.1152,0.7209,1.2768,3.274,1.3286,6.8061,6.6679,7.802,64.58,110.66,1129.91,4.265,18.09,8.5007,8.7503,12.8725,1.3828,152.9,0.9749,30.35,33.95,9.975
2017-06-16,0.7622,1.1194,0.7252,1.2778,3.2898,1.3235,6.8097,6.6435,7.8005,64.5,110.84,1133.2,4.274,17.9195,8.4555,8.7035,12.815,1.383,152.8,0.9739,30.31,33.95,9.975
2017-06-19,0.7605,1.116,0.7244,1.2743,3.2908,1.3202,6.818,6.6638,7.8001,64.45,111.34,1134.69,4.276,17.936,8.478,8.7339,12.955,1.3858,153.1,0.9745,30.37,33.94,9.975
2017-06-20,0.7575,1.1124,0.7239,1.2628,3.3292,1.3268,6.8285,6.6869,7.8007,64.54,111.46,1141.33,4.282,18.1255,8.5613,8.7941,13.065,1.3902,153.15,0.9759,30.45,34.01,9.975
2017-06-21,0.7549,1.1143,0.7214,1.2667,3.3283,1.3323,6.8275,6.6749,7.8003,64.52,111.58,1143.01,4.286,18.154,8.5336,8.7619,13.0425,1.3912,153.1,0.9744,30.44,33.99,9.975
2017-06-22,0.7542,1.1148,0.7265,1.2659,3.3301,1.3236,6.8275,6.6707,7.799,64.6,111.36,1143.01,4.286,18.112,8.4952,8.753,12.98,1.3909,153.1,0.9728,30.44,33.99,9.975
2017-06-23,0.7578,1.1196,0.7294,1.2727,3.3281,1.3263,6.8345,6.6427,7.7997,64.47,111.26,1132.99,4.2865,17.962,8.4471,8.7139,12.9175,1.386,153.25,0.9692,30.29,33.95,9.975
2017-06-26,0.759,1.1196,0.7303,1.2732,3.3106,1.3228,6.8382,6.6411,7.7986,64.43,111.48,1132.48,4.2865,17.883,8.4667,8.713,12.85,1.3875,152.62,0.9706,30.3,33.97,9.975
2017-06-27,0.7588,1.13,0.7278,1.2791,3.3195,1.3176,6.81,6.5655,7.7999,64.47,112.42,1137.77,4.2865,17.9735,8.4107,8.6147,12.96,1.3867,153.2,0.9638,30.32,33.94,9.975
2017-06-28,0.7638,1.1364,0.7308,1.2936,3.2977,1.3043,6.7984,6.544,7.803,64.55,112.18,1141.91,4.296,17.889,8.4498,8.5665,12.955,1.3818,153.25,0.9608,30.41,33.95,9.975
2017-06-29,0.768,1.142,0.729,1.2984,3.3062,1.301,6.784,6.5114,7.8038,64.66,112.32,1144.07,4.292,18.031,8.4024,8.495,13.0325,1.3799,153.4,0.9569,30.46,33.98,9.975
2017-06-30,0.7676,1.1411,0.7322,1.2995,3.3057,1.2982,6.7793,6.5154,7.8055,64.62,112.4,1143.75,4.291,18.076,8.3781,8.44,13.0925,1.3765,153.45,0.9586,30.38,33.92,9.975
2017-07-03,0.7652,1.1367,0.7299,1.2951,3.3,1.3,6.7984,6.5411,7.81,64.84,113.32,1149.26,4.2965,18.2215,8.3647,8.4742,13.2225,1.3825,153.5,0.9632,30.49,33.99,9.975
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05,0.7588,1.1336,0.7273,1.2934,3.3162,1.2998,6.7995,6.5599,7.8072,64.8,113.2,1153.06,4.295,18.3295,8.4027,8.5031,13.4,1.3821,153.6,0.9652,30.56,34.03,9.975
2017-07-06,0.7584,1.1409,0.7266,1.2967,3.3048,1.2933,6.799,6.5177,7.812,64.72,113.28,1156.55,4.297,18.307,8.3543,8.4454,13.45,1.3826,153.4,0.9634,30.61,34.07,9.975
2017-07-07,0.7599,1.1396,0.7273,1.288,3.2843,1.287,6.8039,6.5252,7.8116,64.62,114.1,1153.85,4.297,18.144,8.3713,8.4373,13.425,1.3823,153.55,0.9644,30.56,34.09,9.975
2017-07-10,0.7599,1.1396,0.7269,1.2884,3.2627,1.2883,6.8026,6.525,7.8128,64.45,114.08,1149.35,4.295,17.981,8.3304,8.4368,13.43,1.385,153.6,0.9658,30.56,34.13,9.975
2017-07-11,0.7614,1.143,0.7209,1.2851,3.2505,1.2921,6.801,6.506,7.8123,64.54,114.2,1149.83,4.296,17.953,8.3265,8.4259,13.595,1.3845,153.7,0.9672,30.53,34.1,9.975
2017-07-12,0.7673,1.1411,0.7261,1.2889,3.2258,1.2768,6.7865,6.5172,7.8105,64.53,113.19,1138.32,4.292,17.767,8.2812,8.4176,13.235,1.3781,153.65,0.9648,30.38,33.94,9.975
2017-07-13,0.7728,1.1385,0.7315,1.2921,3.2133,1.2739,6.7825,6.5322,7.8081,64.46,113.39,1137.22,4.2905,17.739,8.2682,8.3662,13.2525,1.3768,153.6,0.9685,30.36,33.96,9.975
2017-07-14,0.7813,1.1452,0.7331,1.3079,3.1832,1.2655,6.7741,6.493,7.8069,64.38,112.66,1127.79,4.291,17.562,8.1977,8.3298,13.0275,1.3717,153.6,0.9654,30.26,33.76,9.975
2017-07-17,0.7811,1.147,0.7322,1.3058,3.181,1.2673,6.769,6.4841,7.8034,64.34,112.76,1127.74,4.286,17.6,8.1513,8.3016,12.91,1.3693,153.7,0.9627,30.37,33.63,9.975
2017-07-18,0.7923,1.1578,0.7368,1.3026,3.1571,1.2663,6.7451,6.4223,7.8045,64.32,111.89,1123.69,4.284,17.499,8.0632,8.2742,12.905,1.3659,153.75,0.9526,30.34,33.57,9.975
2017-07-19,0.7946,1.1518,0.7357,1.3036,3.1526,1.2586,6.7511,6.4563,7.8083,64.24,111.77,1122.92,4.2845,17.4775,8.0645,8.2893,12.92,1.3684,153.6,0.9548,30.37,33.6,9.975
2017-07-20,0.7958,1.1634,0.7394,1.2976,3.1374,1.2582,6.757,6.3921,7.8101,64.37,111.68,1120.77,4.29,17.512,8.0243,8.2314,13.005,1.3662,153.6,0.9507,30.38,33.57,9.975
